%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83781.229,304.611,354.790,194.339,-0.020,0.003,5.000
83777.201,304.619,354.869,194.179,-0.003,0.003,5.000
83789.285,304.618,354.790,194.339,0.013,0.003,5.000
83785.257,304.618,354.790,194.499,0.013,0.013,5.000
83773.173,304.618,354.711,194.339,-0.020,-0.008,5.000
83793.313,304.616,354.632,194.339,0.013,0.003,5.000
83785.257,304.618,354.632,194.339,0.013,0.023,5.000
83789.285,304.619,354.553,194.499,0.013,0.003,5.000
83793.313,304.618,354.711,194.819,-0.003,-0.008,5.000
83801.369,304.618,354.790,194.819,-0.003,0.003,5.000
83793.313,304.622,354.790,194.819,0.029,0.003,5.000
83793.313,304.619,354.553,194.659,0.013,0.003,5.000
83793.313,304.616,354.395,194.499,0.013,0.003,5.000
83785.257,304.619,354.158,194.979,-0.020,-0.008,5.000
83797.341,304.614,354.474,194.819,0.029,0.003,5.000
83785.257,304.622,354.474,195.299,0.029,0.003,5.000
83789.285,304.622,354.474,195.619,0.029,0.003,5.000
83797.341,304.624,354.553,195.459,-0.003,0.003,5.000
83801.369,304.622,354.395,195.779,0.029,0.003,5.000
83789.285,304.622,354.237,195.459,0.029,-0.008,5.000
83793.313,304.640,354.237,221.212,-0.003,1.049,5.000
83781.229,304.639,354.316,221.372,0.013,1.038,5.000
83793.313,304.637,354.316,221.052,-0.003,1.038,5.000
83797.341,304.639,354.316,220.892,0.013,1.018,5.000
83793.313,304.632,354.316,221.052,0.013,1.028,5.000
83781.229,304.637,354.316,220.892,-0.003,1.028,5.000
83781.229,304.637,353.921,221.212,0.046,1.028,5.000
83785.257,304.637,354.316,221.212,0.013,1.008,5.000
83789.285,304.639,354.474,221.212,-0.036,1.038,5.000
83785.257,304.642,354.395,221.532,-0.003,1.018,5.000
83777.201,304.639,354.237,221.052,-0.020,1.028,5.000
83789.285,304.639,353.921,221.532,-0.003,1.028,5.000
83789.285,304.635,354.158,221.852,0.013,1.038,5.000
83789.285,304.639,354.395,221.852,-0.003,1.018,5.000
83793.313,304.639,354.079,222.172,0.013,1.038,5.000
83801.369,304.640,354.395,222.012,-0.003,1.018,5.000
83785.257,304.639,354.316,222.012,0.029,1.028,5.000
83785.257,304.637,354.237,222.492,0.013,1.038,5.000
83793.313,304.634,354.079,222.652,-0.003,1.038,5.000
83781.229,304.637,354.158,222.812,0.029,1.028,5.000
83789.285,304.635,353.605,249.844,-0.003,1.992,5.000
83785.257,304.634,353.526,249.524,-0.003,1.992,5.000
83773.173,304.634,353.605,249.684,0.013,2.013,5.000
83777.201,304.634,353.447,249.524,0.013,1.992,5.000
83777.201,304.637,353.921,249.844,0.013,1.982,5.000
83785.257,304.637,353.447,249.684,0.013,2.013,5.000
83785.257,304.639,353.842,250.004,-0.003,2.013,5.000
83785.257,304.635,353.842,250.004,0.029,2.013,5.000
83781.229,304.635,353.763,250.164,0.013,2.002,5.000
83773.173,304.634,353.921,250.004,0.013,2.002,5.000
83781.229,304.634,353.842,249.844,0.013,2.002,5.000
83785.257,304.634,353.842,250.644,0.029,2.023,5.000
83785.257,304.643,354.079,250.644,0.013,2.013,5.000
83797.341,304.635,354.079,250.644,0.013,1.992,5.000
83781.229,304.645,354.079,250.644,0.013,2.002,5.000
83785.257,304.635,353.921,250.644,0.046,2.002,5.000
83785.257,304.637,354.079,250.804,0.013,2.002,5.000
83785.257,304.632,354.079,250.644,-0.020,2.002,5.000
83801.369,304.639,354.237,251.124,0.013,1.992,5.000
83797.341,304.640,354.395,250.644,0.029,2.002,5.000
83785.257,304.639,354.158,258.642,-0.003,3.028,5.000
83785.257,304.634,354.316,258.482,-0.020,3.028,5.000
83781.229,304.630,354.158,258.642,0.013,3.028,5.000
83789.285,304.634,354.474,258.322,0.013,3.028,5.000
83781.229,304.630,354.079,258.322,-0.020,3.007,5.000
83781.229,304.632,354.079,258.322,0.013,3.028,5.000
83789.285,304.639,354.079,258.322,0.013,3.038,5.000
83781.229,304.635,354.711,258.162,0.029,3.028,5.000
83789.285,304.637,354.632,258.482,-0.020,3.007,5.000
83781.229,304.634,354.316,258.322,0.029,3.028,5.000
83785.257,304.632,354.079,258.002,0.046,3.038,5.000
83785.257,304.630,354.632,258.322,-0.020,3.048,5.000
83777.201,304.634,354.474,258.482,0.029,3.028,5.000
83789.285,304.634,354.395,258.482,0.013,3.028,5.000
83789.285,304.635,354.553,258.802,-0.003,3.028,5.000
83785.257,304.634,354.790,258.642,-0.020,3.018,5.000
83781.229,304.632,355.026,258.802,0.046,3.018,5.000
83781.229,304.634,354.790,258.802,-0.003,3.028,5.000
83785.257,304.635,354.632,258.802,-0.003,3.038,5.000
83781.229,304.632,354.948,258.642,-0.003,3.028,5.000
83785.257,304.634,353.526,300.231,0.013,4.002,5.000
83781.229,304.635,353.447,299.911,-0.003,4.012,5.000
83781.229,304.630,353.289,299.911,-0.003,4.002,5.000
83777.201,304.630,353.210,299.271,0.029,4.002,5.000
83769.145,304.630,353.210,299.431,-0.020,3.992,5.000
83777.201,304.630,353.289,299.271,0.013,3.992,5.000
83789.285,304.634,353.289,299.271,-0.003,3.982,5.000
83793.313,304.634,353.447,299.111,0.013,4.002,5.000
83785.257,304.635,353.447,298.471,0.013,3.982,5.000
83781.229,304.634,353.289,298.311,0.013,3.992,5.000
83769.145,304.632,353.052,298.151,-0.020,4.002,5.000
83781.229,304.632,353.131,297.831,0.013,4.012,5.000
83781.229,304.624,353.210,297.671,-0.003,3.992,5.000
83777.201,304.634,353.289,297.831,0.029,4.002,5.000
83785.257,304.637,353.684,297.671,0.029,3.992,5.000
83785.257,304.630,353.210,297.511,-0.003,4.002,5.000
83785.257,304.632,353.368,297.031,0.029,4.002,5.000
83773.173,304.629,353.052,297.191,0.013,4.002,5.000
83777.201,304.630,353.131,297.031,0.013,4.002,5.000
83781.229,304.630,353.368,297.191,0.013,3.992,5.000
83777.201,304.627,353.052,303.590,-0.003,5.038,5.000
83777.201,304.626,352.973,303.430,0.029,5.028,5.000
83777.201,304.629,353.210,303.270,0.013,5.038,5.000
83785.257,304.624,353.368,302.950,0.029,5.028,5.000
83785.257,304.627,353.447,303.110,0.013,5.028,5.000
83777.201,304.630,353.289,302.950,0.013,5.028,5.000
83777.201,304.629,353.131,302.790,0.013,5.028,5.000
83777.201,304.627,353.289,302.470,0.029,5.018,5.000
83781.229,304.626,353.131,302.470,0.029,5.028,5.000
83785.257,304.626,353.052,302.310,0.029,5.038,5.000
83781.229,304.630,353.210,302.310,-0.003,5.018,5.000
83797.341,304.629,353.210,302.150,0.046,5.028,5.000
83785.257,304.627,353.210,301.990,-0.003,5.007,5.000
83785.257,304.627,353.052,301.830,-0.003,5.018,5.000
83777.201,304.629,352.895,301.670,0.013,5.018,5.000
83785.257,304.627,352.973,301.830,-0.003,5.028,5.000
83781.229,304.629,353.210,301.350,-0.003,5.028,5.000
83789.285,304.627,353.131,301.990,-0.003,5.018,5.000
83777.201,304.632,353.131,301.830,0.013,5.018,5.000
83781.229,304.627,352.895,301.670,-0.003,4.997,5.000
83789.285,304.627,356.527,317.506,0.013,5.992,5.000
83769.145,304.627,356.527,317.026,-0.020,5.992,5.000
83781.229,304.621,356.053,317.186,0.029,5.992,5.000
83777.201,304.622,356.527,317.186,-0.003,5.982,5.000
83777.201,304.626,356.448,316.866,0.013,6.002,5.000
83797.341,304.629,356.448,316.546,0.013,6.012,5.000
83781.229,304.627,356.606,316.546,-0.003,5.992,5.000
83781.229,304.627,356.369,315.906,0.029,6.002,5.000
83777.201,304.626,356.448,315.746,0.029,6.002,5.000
83785.257,304.627,356.448,315.746,0.029,5.992,5.000
83777.201,304.624,356.369,315.586,0.013,5.992,5.000
83777.201,304.630,356.448,315.426,0.013,5.992,5.000
83785.257,304.629,356.843,315.426,0.029,6.002,5.000
83777.201,304.626,356.369,315.107,0.013,5.992,5.000
83781.229,304.626,356.527,314.467,-0.003,6.012,5.000
83789.285,304.626,356.448,314.307,-0.003,5.982,5.000
83777.201,304.630,356.369,314.147,0.013,6.002,5.000
