%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
84014.849,300.676,0.973,10.469,53.341,-0.278,38.001,-20.622,-19.772,-39.88,38.717,-28.122,-27.655,-25.579,-24.894,-11.671,44.899,33.732,-9.931,14.025,28.865,-30.059,0,-544.798,-289.718,14.557,-121.267,215.58
84018.877,300.686,0.973,10.461,53.262,-0.278,38.109,-19.73,-19.986,-40.089,39.365,-28.537,-27.334,-26.221,-24.559,-11.88,44.582,34.796,-10.454,14.339,29.28,-30.397,0,-544.798,-289.718,14.557,-121.267,215.58
84018.877,300.678,0.973,10.461,53.262,-0.598,37.676,-19.619,-19.451,-40.298,38.933,-28.122,-27.868,-26.542,-24.671,-11.567,44.688,34.158,-9.513,13.188,29.073,-29.609,0,-544.798,-289.718,14.557,-121.267,215.59
84010.821,300.673,0.973,10.461,53.262,-0.598,37.568,-19.73,-19.024,-39.567,38.933,-27.707,-27.334,-26.863,-25.229,-11.15,44.793,34.477,-9.931,13.921,29.28,-30.172,0,-544.798,-289.718,14.557,-121.267,215.58
84010.821,300.674,0.973,10.446,53.104,-0.278,37.785,-20.399,-19.558,-40.089,39.582,-27.603,-27.228,-25.472,-25.787,-11.567,44.582,34.051,-10.141,14.444,29.177,-30.397,0,-544.798,-289.718,14.557,-121.267,215.59
84014.849,300.676,0.973,10.446,53.104,-0.278,38.001,-19.507,-19.986,-40.089,38.933,-28.122,-27.441,-25.9,-24.448,-12.088,44.793,34.477,-10.663,13.921,29.28,-29.496,0,-544.798,-289.718,14.557,-121.251,215.59
84014.849,300.678,0.973,10.484,53.499,-0.278,37.785,-19.396,-19.131,-40.82,39.149,-28.018,-27.548,-25.579,-25.118,-11.046,44.16,34.158,-9.618,13.293,28.969,-29.271,0,-544.798,-289.718,14.557,-121.3,215.59
84014.849,300.678,0.973,10.469,53.341,-0.118,38.651,-19.73,-19.344,-39.463,38.284,-27.81,-27.014,-26.114,-25.006,-10.942,45.216,33.839,-10.141,14.339,28.969,-29.271,0,-544.798,-289.718,14.557,-121.251,215.58
84018.877,300.678,0.973,10.476,53.42,-0.118,37.785,-19.953,-20.092,-40.089,39.149,-27.499,-26.801,-25.9,-25.899,-10.942,44.899,34.371,-9.618,14.653,29.488,-30.059,0,-544.798,-289.718,14.557,-121.267,215.59
84018.877,300.679,0.973,10.484,53.499,-0.278,37.893,-19.396,-19.879,-39.567,39.149,-27.707,-27.334,-25.579,-25.229,-11.671,44.793,34.051,-10.35,14.653,28.865,-29.722,0,-544.798,-289.718,14.557,-121.3,215.601
84026.933,300.673,0.974,10.437,53.025,-0.598,38.11,-19.507,-18.917,-40.298,38.933,-28.018,-27.228,-26.221,-26.457,-10.942,44.265,34.371,-9.722,13.816,28.969,-29.159,0,-544.798,-289.718,14.557,-121.251,215.58
84022.905,300.674,0.974,10.461,53.262,0.042,38.976,-20.176,-18.917,-39.671,38.608,-27.084,-27.121,-26.007,-26.011,-10.838,45.11,33.519,-10.141,14.025,29.176,-29.722,0,-544.798,-289.718,14.557,-121.283,215.58
84006.793,300.678,0.973,10.462,53.262,-0.118,38.759,-19.284,-19.237,-39.985,39.149,-28.537,-27.014,-26.007,-26.122,-11.255,44.477,34.158,-10.454,14.235,28.761,-29.947,0,-544.798,-289.718,14.557,-121.251,215.58
84022.905,300.679,0.974,10.461,53.262,-0.118,38.651,-18.95,-19.131,-39.358,38.933,-27.918,-27.975,-26.007,-26.234,-11.88,44.793,33.626,-10.036,13.921,28.657,-29.722,0,-544.798,-289.718,14.557,-121.283,215.59
84030.961,300.678,0.974,10.483,53.499,0.202,37.785,-19.953,-19.451,-40.193,38.717,-28.126,-27.548,-26.328,-27.015,-11.359,43.948,33.626,-10.35,13.921,28.865,-30.059,0,-544.798,-289.718,14.557,-121.283,215.58
84026.933,300.676,0.974,10.468,53.341,0.042,37.785,-20.176,-19.558,-40.089,38.176,-27.815,-27.121,-25.686,-26.122,-11.776,44.582,33.094,-10.141,14.13,28.761,-30.284,0,-544.798,-289.718,14.557,-121.267,215.59
84018.877,300.679,0.973,10.461,53.262,0.042,38.001,-19.173,-20.199,-39.985,38.608,-28.852,-27.548,-26.756,-25.787,-11.984,44.371,34.158,-10.663,14.444,28.865,-30.96,0,-544.798,-289.718,14.557,-121.3,215.59
84018.877,300.673,0.973,10.437,53.025,-0.278,37.243,-19.284,-19.344,-40.402,39.149,-27.918,-28.189,-26.328,-25.899,-12.088,44.477,33.839,-10.036,13.188,28.969,-30.284,0,-544.798,-289.718,14.557,-121.267,215.57
84022.905,300.679,0.974,10.453,53.183,0.042,37.027,-19.842,-19.131,-39.985,38.933,-27.503,-27.228,-27.077,-26.457,-11.567,44.371,34.264,-10.036,14.235,29.176,-30.622,0,-544.798,-289.718,14.557,-121.283,215.59
84022.905,300.679,0.974,10.461,53.262,0.362,37.352,-20.511,-19.237,-39.985,39.041,-28.23,-27.441,-26.007,-25.899,-11.567,44.899,33.626,-10.454,14.025,29.073,-30.622,0,-544.798,-289.718,14.557,-121.283,215.59
84022.905,300.681,0.973,10.468,53.341,0.202,37.352,-19.396,-20.413,-40.402,38.825,-27.918,-27.441,-26.114,-24.671,-11.776,45.427,34.584,-10.872,14.13,29.696,-30.622,0,-544.798,-289.718,14.557,-121.283,215.59
84030.961,300.678,0.974,10.452,53.183,0.202,37.352,-19.73,-18.917,-39.985,38.933,-27.918,-27.655,-25.9,-24.448,-11.046,45.216,34.584,-10.036,13.502,29.799,-29.384,0,-544.798,-289.718,14.557,-121.251,215.601
84026.933,300.681,0.974,10.453,53.183,0.042,38.11,-19.619,-18.81,-39.149,38.608,-27.918,-27.121,-26.863,-23.443,-10.838,45.216,34.584,-10.036,14.13,29.176,-29.722,0,-544.798,-289.718,14.557,-121.283,215.57
84022.905,300.673,0.974,10.445,53.104,0.042,38.218,-19.284,-19.344,-39.671,38.825,-28.022,-27.868,-26.007,-25.006,-10.317,44.688,34.264,-10.245,14.13,29.696,-29.722,0,-544.798,-289.718,14.557,-121.283,215.59
84030.961,300.676,0.974,10.429,52.947,-0.118,38.434,-18.727,-19.131,-39.671,38.825,-28.126,-27.655,-26.649,-24.448,-11.567,44.371,34.051,-10.245,13.921,29.176,-29.159,0,-544.798,-289.718,14.557,-121.283,215.57
84018.877,300.678,0.973,10.453,53.183,0.042,38.326,-19.284,-18.917,-40.715,38.5,-28.23,-27.655,-25.9,-24.671,-11.046,43.948,33.519,-9.2,13.188,28.969,-28.933,0,-544.798,-289.718,14.557,-121.283,215.601
84030.961,300.678,0.974,10.437,53.025,0.202,37.568,-19.619,-19.237,-39.671,37.851,-28.126,-27.121,-26.435,-25.676,-10.525,44.899,33.519,-10.245,13.921,28.034,-29.834,0,-544.798,-289.718,14.557,-121.267,215.58
84026.933,300.679,0.974,10.468,53.341,0.362,38.326,-19.842,-19.024,-39.88,38.5,-29.164,-27.975,-26.114,-26.569,-11.255,44.582,33.839,-10.141,14.025,28.969,-30.735,0,-544.798,-289.718,14.557,-121.267,215.601
84022.905,300.678,0.974,10.461,53.262,0.202,37.568,-19.842,-19.558,-39.985,38.5,-28.437,-28.509,-26.435,-26.569,-11.88,44.371,33.839,-10.141,13.607,28.761,-29.496,0,-544.798,-289.718,14.557,-121.283,215.59
84026.933,300.679,0.974,10.445,53.104,0.202,36.81,-20.065,-19.024,-40.82,38.5,-28.645,-27.868,-27.291,-27.127,-11.15,43.631,33.732,-10.141,13.293,28.761,-29.947,0,-544.798,-289.718,14.557,-121.3,215.59
84018.877,300.678,0.973,10.445,53.104,0.042,37.135,-20.511,-20.092,-40.611,37.96,-28.852,-28.189,-26.756,-26.792,-11.567,44.371,33.307,-10.245,13.816,29.176,-30.059,0,-544.798,-289.718,14.557,-121.267,215.601
84018.877,300.678,0.973,10.445,53.104,0.202,37.46,-20.399,-19.986,-41.029,38.717,-29.786,-27.868,-26.97,-26.234,-11.463,45.322,34.477,-10.663,13.711,29.384,-30.96,0,-544.798,-289.718,14.557,-121.267,215.58
84018.877,300.681,0.973,10.469,53.341,0.362,37.352,-19.396,-19.879,-40.611,38.608,-28.852,-28.829,-26.328,-25.564,-11.567,44.793,34.69,-9.618,13.607,28.761,-29.834,0,-544.798,-289.718,14.557,-121.267,215.56
84026.933,300.681,0.974,10.46,53.262,0.202,37.243,-20.288,-19.665,-41.237,39.041,-28.333,-27.121,-26.863,-25.006,-11.044,44.899,34.477,-10.141,14.235,29.592,-29.496,0,-544.798,-289.718,14.557,-121.283,215.601
84018.877,300.681,0.973,10.469,53.341,0.362,38.759,-20.399,-19.772,-40.507,38.392,-28.23,-27.975,-26.435,-24.671,-11.565,45.322,33.839,-9.618,14.339,30.007,-30.059,0,-544.798,-289.718,14.557,-121.234,215.59
84030.961,300.682,0.974,10.468,53.341,0.202,38.434,-19.73,-19.986,-40.507,38.933,-29.06,-27.441,-25.793,-23.666,-11.253,44.793,34.264,-10.559,14.967,29.903,-29.496,0,-544.798,-289.718,14.557,-121.283,215.59
84018.877,300.678,0.973,10.438,53.025,-0.118,38.543,-19.396,-19.131,-41.133,38.608,-28.23,-27.975,-26.221,-24.448,-11.044,44.582,34.477,-9.513,14.235,30.007,-29.046,0,-544.798,-289.718,14.557,-121.251,215.58
84039.017,300.676,0.974,10.436,53.025,0.202,38.651,-19.619,-19.131,-40.089,38.5,-28.022,-26.801,-26.328,-24.225,-10.524,44.793,34.264,-9.304,14.758,29.28,-29.046,0,-544.798,-289.718,14.557,-121.251,215.59
84018.877,300.674,0.973,10.414,52.789,0.042,39.084,-19.619,-19.451,-39.985,39.041,-27.918,-27.334,-25.472,-24.336,-10.628,44.582,33.839,-9.618,14.758,29.592,-29.046,0,-544.798,-289.718,14.557,-121.267,215.57
84014.849,300.681,0.973,10.446,53.104,0.042,38.759,-19.062,-20.199,-40.402,38.825,-28.23,-27.441,-26.007,-24.113,-11.67,44.16,34.051,-10.454,13.921,28.969,-28.933,0,-544.798,-289.718,14.557,-121.267,215.58
84018.877,300.679,0.973,10.453,53.183,0.522,38.434,-19.507,-19.024,-41.133,38.392,-27.607,-27.441,-25.686,-25.341,-11.044,44.371,33.519,-9.827,13.607,29.073,-29.271,0,-544.798,-289.718,14.557,-121.283,215.58
84014.849,300.678,0.973,10.469,53.341,0.042,38.651,-19.953,-18.917,-40.089,38.392,-28.23,-27.655,-26.435,-25.564,-11.357,44.582,33.413,-10.245,14.653,28.034,-29.496,0,-544.798,-289.718,14.557,-121.234,215.59
84018.877,300.679,0.973,10.453,53.183,-0.118,38.434,-20.176,-19.344,-39.985,38.717,-28.437,-28.189,-26.221,-26.457,-11.565,44.265,33.626,-10.036,13.816,29.28,-30.51,0,-544.798,-289.718,14.557,-121.267,215.58
84006.793,300.678,0.973,10.446,53.104,-0.118,37.676,-19.73,-20.092,-40.611,38.608,-28.749,-27.975,-26.756,-25.899,-12.399,44.477,33.732,-10.663,13.188,28.865,-30.172,0,-544.798,-289.718,14.557,-121.267,215.59
84014.849,300.679,0.973,10.438,53.025,-0.118,36.81,-20.399,-19.237,-40.924,38.608,-28.541,-27.868,-26.863,-26.122,-11.67,44.054,33.945,-10.454,13.502,28.865,-29.947,0,-544.798,-289.718,14.557,-121.3,215.58
84006.793,300.676,0.973,10.438,53.025,-0.278,37.46,-20.399,-19.879,-40.82,38.284,-28.749,-28.402,-27.291,-26.011,-11.878,45.005,33.413,-10.245,13.816,28.865,-30.397,0,-544.798,-289.718,14.557,-121.251,215.57
84010.821,300.679,0.973,10.461,53.262,0.042,37.46,-20.399,-20.306,-40.507,39.257,-29.579,-27.868,-26.328,-26.122,-11.67,45.427,34.051,-10.454,14.235,29.28,-30.847,0,-544.798,-289.718,14.557,-121.3,215.58
84018.877,300.681,0.973,10.461,53.262,0.042,38.109,-19.842,-20.092,-40.924,39.365,-28.333,-28.189,-26.97,-26.122,-11.253,45.533,34.477,-10.036,13.816,29.696,-29.159,0,-544.798,-289.718,14.557,-121.251,215.611
84018.877,300.681,0.973,10.453,53.183,-0.118,37.676,-19.842,-19.451,-40.715,39.041,-28.541,-27.548,-26.863,-26.234,-11.149,45.11,34.69,-10.141,14.13,30.007,-29.384,0,-544.798,-289.718,14.557,-121.3,215.601
84022.905,300.674,0.974,10.429,52.947,-0.598,38.867,-20.957,-19.665,-40.507,38.825,-28.956,-27.548,-25.9,-25.787,-10.315,44.899,33.732,-9.722,14.235,29.488,-28.821,0,-544.798,-289.718,14.557,-121.267,215.59
83998.737,300.673,0.973,10.439,53.025,-0.278,38.976,-19.842,-20.092,-40.193,38.933,-28.541,-27.548,-25.9,-24.783,-11.044,45.216,34.264,-10.036,14.444,29.073,-29.384,0,-544.798,-289.718,14.557,-121.283,215.59
84010.821,300.678,0.973,10.422,52.868,-0.438,39.517,-20.065,-18.917,-39.88,38.716,-28.126,-28.082,-25.686,-24.671,-10.836,44.899,34.584,-9.2,14.025,29.073,-28.708,0,-544.798,-289.718,14.557,-121.267,215.59
84014.849,300.678,0.973,10.43,52.947,-0.118,38.543,-19.396,-19.131,-39.985,39.041,-28.437,-27.334,-26.007,-24.559,-10.211,44.265,34.051,-9.513,14.444,28.969,-29.159,0,-544.798,-289.718,14.557,-121.267,215.59
84022.905,300.678,0.974,10.453,53.183,-0.118,39.192,-20.288,-19.131,-39.985,39.041,-28.23,-26.907,-25.258,-24.559,-11.149,44.371,33.307,-9.618,14.549,29.488,-28.821,0,-544.798,-289.718,14.557,-121.3,215.59
84014.849,300.681,0.973,10.446,53.104,-0.438,38.976,-19.062,-19.879,-39.776,38.176,-28.645,-27.228,-25.044,-24.113,-11.357,44.477,33.626,-9.931,14.025,28.138,-29.159,0,-544.798,-289.718,14.557,-121.267,215.59
84030.961,300.679,0.974,10.437,53.025,-0.118,38.976,-18.839,-18.917,-40.298,38.608,-27.918,-27.334,-25.472,-24.001,-11.774,44.265,33.519,-9.513,13.188,28.554,-29.947,0,-544.798,-289.718,14.557,-121.283,215.57
84010.821,300.674,0.973,10.438,53.025,-0.438,37.893,-19.507,-19.451,-39.776,38.284,-28.645,-27.334,-26.328,-24.336,-11.565,43.843,33.413,-10.35,14.13,28.034,-30.059,0,-544.798,-289.718,14.557,-121.283,215.59
84010.821,300.676,0.973,10.415,52.789,-0.438,37.676,-19.953,-19.558,-39.985,38.716,-28.126,-27.655,-25.365,-26.234,-12.191,43.631,32.881,-10.245,14.235,28.138,-31.298,0,-544.798,-289.718,14.557,-121.283,215.58
84022.905,300.681,0.973,10.437,53.025,-0.118,37.027,-19.173,-19.986,-40.298,38.392,-28.333,-27.334,-26.221,-25.006,-12.92,44.265,33.732,-10.872,13.711,28.657,-30.397,0,-544.798,-289.718,14.557,-121.267,215.59
84026.933,300.681,0.974,10.445,53.104,-0.118,36.919,-19.507,-18.917,-40.611,38.5,-28.022,-27.655,-26.435,-26.011,-12.295,44.054,33.732,-10.141,13.293,28.45,-30.51,0,-544.798,-289.718,14.557,-121.251,215.59
84018.877,300.674,0.973,10.445,53.104,0.042,37.46,-20.288,-19.344,-39.88,38.068,-27.711,-26.907,-26.328,-25.787,-12.191,44.793,33.732,-10.35,14.13,28.138,-30.847,0,-544.798,-289.718,14.557,-121.234,215.59
84026.933,300.679,0.974,10.445,53.104,-0.278,37.135,-19.953,-19.558,-39.985,39.041,-28.225,-27.441,-26.114,-25.787,-12.086,45.11,34.158,-10.141,13.711,29.073,-31.41,0,-544.798,-289.718,14.557,-121.251,215.59
84014.849,300.674,0.973,10.446,53.104,0.042,37.46,-19.73,-19.451,-39.671,38.717,-27.395,-26.801,-25.579,-24.559,-12.191,45.427,34.477,-9.827,14.025,29.488,-29.609,0,-544.798,-289.718,14.557,-121.283,215.59
84022.905,300.679,0.974,10.445,53.104,-0.118,37.676,-19.842,-19.131,-39.671,39.149,-28.018,-26.801,-25.472,-24.783,-10.732,44.371,34.371,-9.618,14.025,29.592,-29.834,0,-544.798,-289.718,14.557,-121.283,215.59
84018.877,300.678,0.973,10.43,52.947,-0.438,38.543,-19.953,-18.81,-39.463,38.608,-27.81,-27.334,-25.9,-25.564,-11.149,44.793,33.519,-9.931,14.025,29.592,-29.159,0,-544.798,-289.718,14.557,-121.283,215.57
84039.017,300.676,0.974,10.421,52.868,-0.118,38.109,-18.839,-19.131,-39.671,39.041,-28.329,-27.121,-25.151,-25.118,-10.942,44.477,33.839,-9.931,14.444,29.28,-29.271,0,-544.798,-289.718,14.557,-121.267,215.57
84022.905,300.676,0.974,10.445,53.104,0.042,38.976,-18.504,-19.451,-39.463,38.5,-26.98,-27.441,-25.579,-25.341,-11.046,44.793,34.051,-9.513,14.444,29.384,-28.258,0,-544.798,-289.718,14.557,-121.267,215.59
84026.933,300.679,0.974,10.437,53.025,0.362,37.785,-18.727,-18.917,-39.463,38.608,-27.084,-26.587,-25.9,-24.113,-10.734,44.265,34.051,-9.409,14.549,28.969,-29.046,0,-544.798,-289.718,14.557,-121.267,215.59
84039.017,300.678,0.974,10.444,53.104,0.202,39.084,-19.953,-18.917,-39.358,38.717,-27.914,-26.801,-25.472,-26.234,-10.838,44.582,33.2,-9.722,14.235,28.761,-29.159,0,-544.798,-289.718,14.557,-121.251,215.57
84030.961,300.674,0.974,10.452,53.183,0.042,38.001,-18.616,-19.451,-39.671,38.825,-28.329,-27.014,-25.793,-25.006,-11.567,44.16,33.839,-10.036,14.444,28.969,-29.271,0,-544.798,-289.718,14.557,-121.251,215.59
84030.961,300.678,0.974,10.437,53.025,0.042,38.434,-19.842,-19.131,-39.985,38.5,-27.914,-27.868,-26.007,-25.676,-10.734,44.582,33.945,-9.827,13.188,28.865,-29.384,0,-544.798,-289.718,14.557,-121.283,215.58
84034.989,300.678,0.974,10.413,52.789,0.042,37.893,-19.619,-20.092,-39.358,38.392,-28.225,-27.334,-26.435,-26.011,-11.359,44.477,33.945,-10.036,14.444,28.138,-29.834,0,-544.798,-289.718,14.557,-121.251,215.59
84022.905,300.674,0.974,10.437,53.025,0.362,37.352,-20.399,-19.344,-40.402,38.717,-28.433,-27.868,-26.328,-26.681,-11.046,45.005,33.519,-10.245,13.921,28.969,-30.284,0,-544.798,-289.718,14.557,-121.251,215.601
84030.961,300.676,0.974,10.437,53.025,0.522,37.352,-19.396,-20.413,-40.402,38.284,-28.744,-27.868,-26.542,-25.899,-12.192,44.899,34.264,-10.977,13.816,29.28,-29.947,0,-544.798,-289.718,14.557,-121.3,215.59
84039.017,300.681,0.974,10.452,53.183,0.362,37.568,-20.065,-19.665,-40.611,37.96,-28.744,-28.082,-26.221,-26.457,-11.15,44.477,34.158,-10.036,13.921,28.865,-30.059,0,-544.798,-289.718,14.557,-121.283,215.57
84039.017,300.679,0.974,10.452,53.183,0.362,38.218,-20.622,-20.092,-40.298,38.392,-28.122,-27.441,-26.542,-26.569,-10.838,44.793,34.477,-10.245,14.444,28.761,-29.384,0,-544.798,-289.718,14.557,-121.234,215.59
84026.933,300.678,0.974,10.429,52.947,0.202,37.893,-20.176,-19.558,-40.402,39.149,-28.744,-27.868,-26.007,-26.346,-10.838,44.899,33.945,-10.036,14.444,29.384,-29.722,0,-544.798,-289.718,14.557,-121.283,215.58
84018.877,300.676,0.973,10.445,53.104,0.362,38.759,-19.619,-19.344,-40.193,38.717,-27.81,-27.548,-26.221,-25.899,-11.463,45.11,34.583,-9.827,14.025,29.8,-28.596,0,-544.798,-289.718,14.557,-121.267,215.59
84026.933,300.676,0.974,10.445,53.104,0.042,38.218,-20.399,-19.024,-40.715,38.608,-27.707,-27.655,-26.97,-25.564,-10.421,44.16,34.158,-9.827,14.025,29.488,-28.821,0,-544.798,-289.718,14.557,-121.251,215.59
84022.905,300.676,0.974,10.445,53.104,0.522,38.867,-19.953,-20.092,-40.298,37.96,-28.122,-27.762,-26.007,-24.894,-10.421,44.899,33.626,-9.618,14.653,28.657,-28.145,0,-544.798,-289.718,14.557,-121.283,215.58
84022.905,300.679,0.974,10.461,53.262,0.202,38.976,-19.396,-19.665,-40.402,39.257,-28.744,-27.441,-26.756,-25.899,-10.421,44.582,34.371,-9.409,14.235,29.384,-28.933,0,-544.798,-289.718,14.557,-121.283,215.611
84026.933,300.678,0.974,10.46,53.262,0.362,39.3,-19.396,-19.237,-39.985,37.851,-28.537,-28.082,-25.9,-25.118,-11.359,44.477,33.945,-9.513,13.921,28.969,-28.258,0,-544.798,-289.718,14.557,-121.251,215.59
84022.905,300.684,0.973,10.445,53.104,0.042,38.326,-19.842,-19.237,-40.193,38.392,-27.81,-27.228,-26.221,-25.899,-10.421,43.948,33.519,-9.513,14.339,28.761,-29.384,0,-544.798,-289.718,14.557,-121.267,215.59
84026.933,300.681,0.974,10.437,53.025,0.362,39.084,-20.288,-19.879,-40.715,38.284,-27.81,-27.441,-25.686,-25.453,-10.734,44.793,32.881,-9.618,13.711,28.554,-29.496,0,-544.798,-289.718,14.557,-121.251,215.58
84026.933,300.678,0.974,10.445,53.104,-0.118,38.326,-19.842,-19.986,-40.611,38.5,-28.641,-27.655,-26.007,-25.564,-11.046,44.371,33.839,-10.454,14.235,28.554,-29.834,0,-544.798,-289.718,14.557,-121.267,215.59
84014.849,300.686,0.973,10.438,53.025,0.042,38.434,-20.176,-19.879,-40.715,38.717,-28.018,-28.082,-26.328,-25.453,-11.046,44.477,33.519,-9.722,13.711,28.657,-29.384,0,-544.798,-289.718,14.557,-121.251,215.59
84014.849,300.679,0.973,10.461,53.262,0.202,37.027,-20.176,-19.986,-39.88,38.5,-28.641,-27.121,-27.184,-25.899,-11.359,44.688,33.839,-10.141,13.921,28.45,-29.722,0,-544.798,-289.718,14.557,-121.267,215.58
84018.877,300.678,0.973,10.453,53.183,0.202,38.001,-20.957,-19.986,-40.402,38.284,-28.433,-27.762,-26.114,-26.681,-11.567,44.582,33.413,-10.141,14.235,28.346,-30.059,0,-544.798,-289.718,14.557,-121.283,215.58
84018.877,300.681,0.973,10.445,53.104,0.362,37.46,-19.619,-20.092,-40.193,38.608,-28.225,-27.762,-26.328,-25.676,-12.192,44.688,34.264,-10.559,14.758,28.969,-29.834,0,-544.798,-289.718,14.557,-121.267,215.58
84026.933,300.682,0.974,10.445,53.104,0.362,37.568,-20.399,-19.451,-40.924,39.041,-28.329,-28.616,-26.221,-25.564,-11.255,44.582,33.626,-9.409,13.502,28.969,-29.496,0,-544.798,-289.718,14.557,-121.3,215.611
84026.933,300.684,0.974,10.429,52.947,0.042,37.785,-19.842,-19.237,-39.985,38.933,-27.81,-27.228,-27.077,-26.122,-10.629,44.793,34.477,-9.827,14.758,28.865,-29.496,0,-544.798,-289.718,14.557,-121.234,215.59
84014.849,300.681,0.973,10.461,53.262,0.202,38.11,-20.176,-19.237,-39.985,39.041,-27.81,-27.762,-25.9,-26.346,-10.734,44.793,33.945,-9.618,14.339,29.384,-29.496,0,-544.798,-289.718,14.557,-121.3,215.59
84018.877,300.679,0.973,10.461,53.262,0.202,38.001,-19.73,-19.558,-39.463,39.041,-27.914,-27.014,-26.114,-25.006,-11.359,44.477,34.051,-9.722,14.339,29.28,-28.258,0,-544.798,-289.718,14.557,-121.267,215.58
84018.877,300.681,0.973,10.461,53.262,0.202,38.218,-19.507,-19.131,-40.715,38.176,-28.022,-27.334,-25.9,-25.006,-10.004,43.737,34.051,-9.722,13.711,29.073,-28.821,0,-544.798,-289.718,14.557,-121.251,215.58
84010.821,300.678,0.973,10.454,53.183,0.202,38.976,-19.619,-19.558,-39.254,37.851,-27.918,-27.334,-25.686,-25.118,-10.629,44.793,33.519,-9.722,14.339,28.761,-29.046,0,-544.798,-289.718,14.557,-121.283,215.58
84022.905,300.684,0.973,10.453,53.183,0.042,38.326,-19.173,-19.237,-39.254,38.284,-28.333,-27.228,-25.151,-25.229,-10.942,44.477,33.839,-9.931,14.339,28.969,-30.51,0,-544.798,-289.718,14.557,-121.267,215.58
84018.877,300.681,0.973,10.469,53.341,-0.118,38.11,-19.062,-19.024,-39.88,38.5,-28.333,-27.762,-25.686,-24.56,-11.359,44.688,33.626,-9.722,13.816,28.761,-29.046,0,-544.798,-289.718,14.557,-121.267,215.59
84018.877,300.682,0.973,10.453,53.183,0.362,37.676,-19.062,-18.703,-39.88,38.825,-27.711,-27.334,-25.9,-24.894,-10.524,43.526,33.839,-9.827,14.549,28.865,-29.159,0,-544.798,-289.718,14.557,-121.251,215.59
84014.849,300.682,0.973,10.43,52.947,0.042,38.11,-19.507,-19.131,-39.567,37.96,-28.437,-26.907,-26.114,-25.564,-10.836,44.899,32.562,-9.409,13.711,28.034,-29.722,0,-544.798,-289.718,14.557,-121.267,215.57
84018.877,300.681,0.973,10.445,53.104,0.042,37.893,-19.396,-19.558,-39.88,38.284,-28.956,-27.655,-26.114,-25.453,-11.461,44.16,33.519,-10.454,13.711,28.553,-30.284,0,-544.798,-289.718,14.557,-121.283,215.58
84022.905,300.681,0.973,10.437,53.025,0.362,37.46,-19.396,-19.344,-40.611,38.068,-27.918,-27.868,-25.793,-25.676,-11.982,44.582,33.626,-9.931,13.188,28.242,-29.947,0,-544.798,-289.718,14.557,-121.3,215.58
84014.849,300.684,0.973,10.438,53.025,0.202,36.919,-19.842,-19.344,-40.193,38.392,-28.126,-26.907,-26.756,-25.899,-11.67,44.265,33.307,-10.141,13.921,28.45,-30.172,0,-544.798,-289.718,14.557,-121.283,215.59
84026.933,300.681,0.974,10.445,53.104,0.042,37.46,-20.734,-19.451,-39.88,39.041,-27.815,-27.121,-25.686,-25.453,-11.253,44.371,33.413,-10.663,14.339,29.073,-29.947,0,-544.798,-289.718,14.557,-121.251,215.59
84018.877,300.684,0.973,10.461,53.262,0.202,36.702,-20.288,-19.451,-39.985,38.825,-28.749,-27.228,-25.793,-25.341,-11.67,44.582,34.158,-10.454,13.711,29.177,-30.284,0,-544.798,-289.718,14.557,-121.234,215.59
84030.961,300.682,0.974,10.445,53.104,-0.278,37.676,-19.284,-19.131,-40.402,39.041,-27.399,-27.975,-25.579,-24.783,-11.253,45.005,33.839,-8.991,13.397,29.592,-29.271,0,-544.798,-289.718,14.557,-121.251,215.611
84022.905,300.679,0.974,10.437,53.025,0.042,37.243,-19.73,-19.024,-39.254,39.041,-27.296,-27.548,-26.007,-24.894,-11.253,44.477,34.264,-9.827,14.758,28.554,-29.384,0,-544.798,-289.718,14.557,-121.283,215.57
84018.877,300.678,0.973,10.43,52.947,0.042,38.434,-20.065,-19.024,-40.089,39.041,-27.711,-27.441,-26.328,-26.346,-11.044,44.371,33.839,-9.931,13.921,28.969,-29.722,0,-544.798,-289.718,14.557,-121.283,215.58
84022.905,300.681,0.973,10.445,53.104,0.042,37.893,-19.284,-20.306,-40.402,38.392,-28.333,-27.014,-26.435,-25.118,-11.878,44.477,34.051,-10.245,14.235,29.073,-29.159,0,-544.798,-289.718,14.557,-121.267,215.601
