%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83700.671,305.019,42.367,0.064,-119.504,57.492,2.000
83704.698,305.020,42.446,0.064,-119.456,57.513,2.000
83708.726,305.024,42.367,0.384,-119.504,57.523,2.000
83708.726,305.016,42.446,0.224,-119.472,57.492,2.000
83704.698,305.016,42.367,0.224,-119.504,57.503,2.000
83716.782,305.017,42.209,-0.096,-119.504,57.503,2.000
83704.698,305.019,42.525,0.384,-119.456,57.492,2.000
83692.615,305.019,42.525,0.064,-119.472,57.503,2.000
83712.754,305.020,42.920,0.224,-119.488,57.503,2.000
83696.643,305.019,42.683,0.384,-119.504,57.492,2.000
83708.726,305.022,42.683,-0.096,-119.472,57.503,2.000
83712.754,305.016,42.446,0.064,-119.521,57.503,2.000
83700.671,305.017,42.525,-0.096,-119.472,57.492,2.000
83696.643,305.016,42.525,-0.096,-119.488,57.503,2.000
83708.726,305.022,42.446,0.064,-119.504,57.492,2.000
83704.698,305.017,42.604,-0.096,-119.472,57.492,2.000
83712.754,305.020,42.604,0.064,-119.472,57.482,2.000
83712.754,305.017,42.604,-0.096,-119.456,57.503,2.000
83700.671,305.017,42.604,-0.096,-119.488,57.513,2.000
83708.726,305.019,42.446,-0.096,-119.472,57.492,2.000
83688.587,305.065,198.397,-0.096,-119.504,57.503,4.000
83704.698,305.062,198.318,0.064,-119.488,57.513,4.000
83704.698,305.069,198.476,0.384,-119.472,57.513,4.000
83708.726,305.067,198.397,0.384,-119.472,57.503,4.000
83704.698,305.070,198.555,-0.096,-119.488,57.492,4.000
83704.698,305.069,198.239,-0.256,-119.472,57.513,4.000
83700.671,305.069,198.239,-0.096,-119.472,57.503,4.000
83700.671,305.067,198.397,-0.416,-119.472,57.492,4.000
83700.671,305.074,198.555,0.064,-119.472,57.503,4.000
83712.754,305.070,198.476,0.384,-119.488,57.503,4.000
83712.754,305.064,198.397,0.064,-119.488,57.513,4.000
83704.698,305.069,198.555,-0.096,-119.472,57.492,4.000
83704.698,305.067,198.634,-0.096,-119.472,57.513,4.000
83716.782,305.069,198.476,0.064,-119.472,57.492,4.000
83700.671,305.070,198.555,0.064,-119.472,57.492,4.000
83712.754,305.074,198.712,0.224,-119.456,57.513,4.000
83712.754,305.070,198.712,0.384,-119.456,57.513,4.000
83716.782,305.074,198.555,0.064,-119.472,57.492,4.000
83716.782,305.072,198.712,0.064,-119.456,57.513,4.000
83716.782,305.069,198.870,0.064,-119.456,57.513,4.000
83704.698,305.099,513.773,0.224,-119.504,57.492,6.000
83708.726,305.099,513.615,0.224,-119.472,57.513,6.000
83708.726,305.103,513.852,-0.096,-119.488,57.513,6.000
83712.754,305.101,513.852,-0.256,-119.472,57.503,6.000
83708.726,305.101,513.536,-0.256,-119.488,57.503,6.000
83700.671,305.103,513.536,-0.416,-119.472,57.513,6.000
83692.615,305.098,513.615,-0.096,-119.472,57.513,6.000
83704.698,305.094,513.457,0.064,-119.472,57.482,6.000
83696.643,305.101,513.378,-0.256,-119.504,57.492,6.000
83704.698,305.103,513.457,-0.416,-119.488,57.503,6.000
83704.698,305.103,513.457,-0.096,-119.488,57.503,6.000
83708.726,305.101,513.299,0.064,-119.504,57.513,6.000
83696.643,305.103,513.299,-0.096,-119.456,57.503,6.000
83700.671,305.103,513.220,-0.096,-119.488,57.492,6.000
83708.726,305.101,513.220,-0.416,-119.472,57.492,6.000
83716.782,305.106,513.141,0.384,-119.488,57.503,6.000
83704.698,305.106,513.299,0.384,-119.488,57.503,6.000
83704.698,305.106,513.141,0.064,-119.456,57.503,6.000
83700.671,305.104,513.062,0.064,-119.472,57.503,6.000
83708.726,305.103,513.062,-0.096,-119.439,57.492,6.000
83712.754,305.143,919.327,-0.416,-119.504,57.492,8.000
83708.726,305.138,919.248,0.224,-119.472,57.503,8.000
83708.726,305.141,919.090,-0.256,-119.472,57.513,8.000
83704.698,305.141,919.090,-0.096,-119.472,57.503,8.000
83708.726,305.144,919.327,-0.096,-119.488,57.492,8.000
83720.810,305.148,919.090,0.224,-119.472,57.503,8.000
83720.810,305.146,919.090,-0.096,-119.472,57.503,8.000
83708.726,305.143,919.248,0.064,-119.456,57.503,8.000
83708.726,305.141,919.090,-0.096,-119.472,57.503,8.000
83700.671,305.141,918.932,-0.256,-119.472,57.503,8.000
83700.671,305.143,919.248,-0.256,-119.504,57.492,8.000
83708.726,305.141,919.406,-0.096,-119.488,57.513,8.000
83708.726,305.144,919.327,0.064,-119.488,57.503,8.000
83716.782,305.144,919.406,-0.256,-119.504,57.503,8.000
83704.698,305.141,919.485,0.064,-119.504,57.492,8.000
83704.698,305.143,919.248,0.064,-119.472,57.503,8.000
83700.671,305.141,919.327,-0.096,-119.488,57.513,8.000
