%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83672.475,305.758,20.941,-0.464,-146.888,136.377,1.500
83672.475,305.755,21.020,-0.144,-146.871,136.398,1.500
83676.503,305.755,20.783,-0.144,-146.904,136.387,1.500
83676.503,305.757,20.862,0.016,-146.871,136.377,1.500
83672.475,305.757,20.862,-0.144,-146.888,136.387,1.500
83676.503,305.758,20.862,0.176,-146.871,136.398,1.500
83676.503,305.757,21.020,0.016,-146.888,136.408,1.500
83668.447,305.757,20.941,-0.144,-146.888,136.398,1.500
83672.475,305.757,20.783,-0.144,-146.920,136.398,1.500
83676.503,305.755,20.704,0.016,-146.920,136.418,1.500
83684.559,305.755,20.783,0.016,-146.871,136.408,1.500
83676.503,305.757,20.941,0.016,-146.904,136.377,1.500
83680.531,305.758,20.941,0.176,-146.888,136.398,1.500
83680.531,305.753,21.020,0.016,-146.888,136.398,1.500
83676.503,305.753,20.941,0.176,-146.920,136.408,1.500
83668.447,305.755,20.783,0.016,-146.871,136.387,1.500
83680.531,305.753,20.941,0.016,-146.888,136.387,1.500
83676.503,305.757,20.862,0.016,-146.904,136.398,1.500
83680.531,305.757,21.020,0.016,-146.888,136.398,1.500
83676.503,305.752,20.862,0.336,-146.888,136.398,1.500
83668.447,305.778,147.754,-0.304,-146.888,136.398,3.500
83676.503,305.776,147.596,-0.304,-146.888,136.408,3.500
83676.503,305.779,147.912,-0.144,-146.855,136.398,3.500
83668.447,305.774,147.833,-0.144,-146.888,136.387,3.500
83672.475,305.774,147.675,-0.144,-146.888,136.377,3.500
83668.447,305.774,147.754,-0.464,-146.920,136.408,3.500
83668.447,305.768,147.675,0.016,-146.871,136.377,3.500
83668.447,305.773,147.596,-0.144,-146.904,136.398,3.500
83672.475,305.774,147.675,0.016,-146.904,136.398,3.500
83660.391,305.776,147.675,0.016,-146.904,136.387,3.500
83680.531,305.774,147.675,0.016,-146.888,136.387,3.500
83664.419,305.774,147.754,-0.144,-146.871,136.377,3.500
83668.447,305.774,147.517,0.176,-146.904,136.408,3.500
83668.447,305.774,147.517,-0.144,-146.888,136.408,3.500
83660.391,305.778,147.280,0.176,-146.855,136.398,3.500
83668.447,305.776,147.438,0.336,-146.871,136.377,3.500
83676.503,305.776,147.596,0.176,-146.904,136.398,3.500
83676.503,305.778,147.438,0.016,-146.888,136.387,3.500
83672.475,305.774,147.201,-0.144,-146.871,136.398,3.500
83668.447,305.774,147.201,0.336,-146.888,136.387,3.500
83680.531,305.776,427.202,-0.144,-146.871,136.398,5.500
83676.503,305.776,427.202,-0.144,-146.888,136.398,5.500
83672.475,305.778,427.202,-0.144,-146.855,136.408,5.500
83668.447,305.774,427.123,0.016,-146.871,136.398,5.500
83664.419,305.773,427.281,0.016,-146.888,136.408,5.500
83664.419,305.776,427.281,0.016,-146.904,136.387,5.500
83676.503,305.779,427.202,0.016,-146.871,136.377,5.500
83676.503,305.779,427.597,-0.144,-146.871,136.398,5.500
83668.447,305.776,427.281,-0.144,-146.888,136.408,5.500
83668.447,305.781,427.281,0.016,-146.904,136.408,5.500
83672.475,305.774,427.044,-0.144,-146.871,136.387,5.500
83672.475,305.776,427.439,0.176,-146.888,136.387,5.500
83672.475,305.781,427.360,0.176,-146.888,136.398,5.500
83668.447,305.778,427.676,0.016,-146.888,136.387,5.500
83676.503,305.776,427.518,0.336,-146.904,136.377,5.500
83676.503,305.773,427.518,0.336,-146.904,136.387,5.500
83672.475,305.774,427.597,0.016,-146.888,136.377,5.500
83664.419,305.774,427.439,0.176,-146.888,136.398,5.500
83676.503,305.776,427.281,0.336,-146.888,136.377,5.500
83676.503,305.776,427.676,0.176,-146.888,136.387,5.500
83672.475,305.773,812.778,0.016,-146.871,136.398,7.500
83684.559,305.774,813.015,0.016,-146.888,136.367,7.500
83672.475,305.771,813.094,0.176,-146.888,136.398,7.500
83664.419,305.770,812.857,0.016,-146.920,136.398,7.500
83652.335,305.770,812.936,-0.304,-146.888,136.398,7.500
83660.391,305.768,813.094,-0.144,-146.920,136.387,7.500
83668.447,305.773,812.936,0.176,-146.888,136.387,7.500
83668.447,305.779,813.094,0.336,-146.904,136.398,7.500
83660.391,305.773,813.251,-0.304,-146.888,136.387,7.500
83648.307,305.771,813.251,-0.304,-146.904,136.377,7.500
83660.391,305.771,813.172,-0.304,-146.920,136.398,7.500
83660.391,305.768,813.172,0.336,-146.888,136.398,7.500
83660.391,305.770,813.330,-0.144,-146.888,136.408,7.500
83664.419,305.776,813.488,-0.144,-146.888,136.387,7.500
83664.419,305.771,813.646,-0.144,-146.888,136.398,7.500
83672.475,305.773,813.567,0.176,-146.904,136.387,7.500
83664.419,305.768,813.488,-0.144,-146.904,136.387,7.500
83656.363,305.770,813.488,-0.304,-146.855,136.398,7.500
83656.363,305.770,813.409,-0.144,-146.871,136.398,7.500
83664.419,305.773,813.567,0.016,-146.888,136.398,7.500
83676.503,305.763,1318.145,-0.144,-146.871,136.398,9.500
83676.503,305.765,1318.303,0.016,-146.888,136.377,9.500
83676.503,305.768,1318.618,0.336,-146.888,136.398,9.500
83680.531,305.768,1318.776,0.336,-146.888,136.377,9.500
83680.531,305.763,1318.776,0.176,-146.888,136.387,9.500
