%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83970.542,302.035,22.307,-2.223,-171.709,176.455,1.500
83966.514,302.036,22.544,-1.903,-171.709,176.455,1.500
83986.654,302.036,22.465,-2.063,-171.742,176.455,1.500
83974.570,302.036,22.623,-2.223,-171.709,176.455,1.500
83970.542,302.035,22.465,-1.903,-171.758,176.455,1.500
83962.486,302.033,22.544,-2.223,-171.725,176.455,1.500
83966.514,302.032,22.386,-2.063,-171.709,176.445,1.500
83962.486,302.033,22.465,-2.063,-171.709,176.455,1.500
83978.598,302.033,22.465,-2.223,-171.742,176.455,1.500
83978.598,302.032,22.465,-1.903,-171.709,176.445,1.500
83970.542,302.033,22.623,-2.383,-171.709,176.445,1.500
83974.570,302.033,22.544,-1.903,-171.709,176.425,1.500
83974.570,302.030,22.465,-2.223,-171.709,176.455,1.500
83966.514,302.033,22.465,-2.063,-171.742,176.445,1.500
83966.514,302.030,22.386,-2.063,-171.709,176.455,1.500
83970.542,302.028,22.386,-2.223,-171.693,176.476,1.500
83970.542,302.032,22.465,-2.063,-171.693,176.455,1.500
83978.598,302.035,22.386,-2.063,-171.725,176.466,1.500
83970.542,302.038,22.386,-2.063,-171.709,176.455,1.500
83966.514,302.035,22.228,-2.383,-171.725,176.445,1.500
83970.542,302.049,153.542,-8.142,-171.693,176.435,3.500
83970.542,302.053,153.621,-7.822,-171.725,176.435,3.500
83966.514,302.048,153.542,-8.142,-171.725,176.455,3.500
83962.486,302.048,153.463,-7.982,-171.725,176.466,3.500
83962.486,302.049,153.542,-7.982,-171.693,176.466,3.500
83962.486,302.049,153.700,-7.982,-171.725,176.455,3.500
83966.514,302.048,153.700,-8.142,-171.709,176.466,3.500
83970.542,302.051,153.384,-8.302,-171.725,176.466,3.500
83970.542,302.051,153.700,-8.142,-171.725,176.445,3.500
83974.570,302.048,153.779,-8.462,-171.725,176.455,3.500
83962.486,302.048,153.621,-8.302,-171.709,176.455,3.500
83958.458,302.048,153.700,-8.462,-171.709,176.466,3.500
83966.514,302.051,153.700,-8.302,-171.742,176.466,3.500
83954.430,302.051,153.779,-8.142,-171.693,176.466,3.500
83962.486,302.053,153.779,-8.142,-171.709,176.445,3.500
83966.514,302.051,153.779,-8.302,-171.725,176.455,3.500
83958.458,302.054,153.779,-8.622,-171.725,176.445,3.500
83962.486,302.051,153.779,-8.462,-171.725,176.445,3.500
83966.514,302.049,153.700,-8.782,-171.758,176.466,3.500
83966.514,302.048,153.621,-8.622,-171.709,176.455,3.500
83954.430,302.054,443.413,-76.763,-171.725,176.455,5.500
83950.402,302.056,443.097,-76.603,-171.742,176.455,5.500
83946.374,302.054,443.334,-76.923,-171.725,176.455,5.500
83946.374,302.056,443.413,-77.083,-171.676,176.445,5.500
83950.402,302.054,443.571,-76.603,-171.742,176.445,5.500
83962.486,302.051,443.413,-76.763,-171.725,176.445,5.500
83954.430,302.056,443.571,-76.603,-171.725,176.455,5.500
83954.430,302.056,443.650,-77.083,-171.709,176.455,5.500
83958.458,302.059,443.571,-77.243,-171.709,176.445,5.500
83958.458,302.054,443.729,-77.083,-171.725,176.455,5.500
83950.402,302.054,443.571,-77.083,-171.709,176.455,5.500
83958.458,302.059,443.650,-76.923,-171.725,176.445,5.500
83962.486,302.059,443.887,-77.083,-171.725,176.455,5.500
83966.514,302.061,444.203,-77.243,-171.742,176.455,5.500
83962.486,302.061,443.729,-77.243,-171.709,176.445,5.500
83970.542,302.056,443.808,-77.723,-171.742,176.466,5.500
83962.486,302.057,443.492,-77.563,-171.742,176.445,5.500
83966.514,302.054,443.729,-77.403,-171.709,176.455,5.500
83962.486,302.054,443.808,-77.403,-171.693,176.425,5.500
83974.570,302.056,443.808,-77.243,-171.709,176.466,5.500
83966.514,302.059,850.151,-352.208,-172.264,176.455,7.500
83958.458,302.062,849.835,-351.888,-172.264,176.445,7.500
83934.291,302.061,850.151,-352.048,-172.231,176.455,7.500
83946.374,302.061,850.072,-351.728,-172.231,176.445,7.500
83950.402,302.062,850.151,-351.408,-172.231,176.445,7.500
83958.458,302.062,850.388,-351.248,-172.247,176.445,7.500
83958.458,302.065,850.546,-350.768,-172.264,176.445,7.500
83950.402,302.064,850.625,-350.449,-172.264,176.466,7.500
83958.458,302.062,850.467,-350.289,-172.247,176.455,7.500
83962.486,302.056,850.625,-350.289,-172.231,176.445,7.500
83946.374,302.062,850.704,-350.129,-172.231,176.445,7.500
83950.402,302.059,850.783,-349.969,-172.247,176.435,7.500
83958.458,302.062,850.862,-349.649,-172.231,176.445,7.500
83958.458,302.062,851.098,-349.969,-172.231,176.445,7.500
83950.402,302.065,851.098,-349.649,-172.231,176.466,7.500
83958.458,302.064,851.098,-349.489,-172.264,176.455,7.500
83954.430,302.059,851.177,-349.329,-172.264,176.455,7.500
83954.430,302.061,851.098,-349.649,-172.264,176.476,7.500
83954.430,302.061,851.414,-349.169,-172.247,176.476,7.500
