%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83966.514,304.297,22.161,-1.935,-149.858,181.952,1.500
83962.486,304.297,22.161,-1.935,-149.858,181.962,1.500
83966.514,304.299,21.845,-1.776,-149.874,181.962,1.500
83958.458,304.300,21.924,-1.935,-149.874,181.973,1.500
83966.514,304.300,22.082,-2.095,-149.858,181.942,1.500
83962.486,304.302,22.161,-1.456,-149.874,181.962,1.500
83962.486,304.303,22.161,-1.776,-149.874,181.942,1.500
83950.402,304.300,21.924,-1.935,-149.874,181.952,1.500
83962.486,304.297,21.845,-1.935,-149.858,181.993,1.500
83978.598,304.297,21.845,-1.935,-149.890,181.952,1.500
83954.430,304.299,22.240,-1.935,-149.858,181.932,1.500
83962.486,304.297,21.924,-1.776,-149.874,181.952,1.500
83950.402,304.297,21.766,-1.456,-149.874,181.962,1.500
83970.542,304.297,21.845,-1.776,-149.874,181.942,1.500
83958.458,304.300,21.687,-1.776,-149.890,181.952,1.500
83962.486,304.297,21.845,-1.776,-149.874,181.942,1.500
83942.346,304.297,21.529,-1.935,-149.874,181.952,1.500
83950.402,304.297,21.608,-1.776,-149.874,181.973,1.500
83966.514,304.297,21.608,-1.935,-149.874,181.962,1.500
83966.514,304.295,21.845,-1.776,-149.890,181.973,1.500
83962.486,304.303,153.870,-23.370,-149.858,181.962,3.500
83958.458,304.303,153.870,-23.530,-149.858,181.952,3.500
83958.458,304.302,153.870,-23.370,-149.858,181.952,3.500
83962.486,304.305,153.633,-23.370,-149.890,181.942,3.500
83982.626,304.305,153.949,-23.530,-149.874,181.942,3.500
83966.514,304.305,153.949,-23.210,-149.874,181.962,3.500
83962.486,304.303,153.870,-23.530,-149.825,181.942,3.500
83962.486,304.303,153.949,-23.530,-149.890,181.952,3.500
83958.458,304.302,153.870,-23.530,-149.890,181.932,3.500
83962.486,304.303,153.949,-23.690,-149.890,181.952,3.500
83954.430,304.310,154.107,-23.370,-149.890,181.952,3.500
83966.514,304.308,154.107,-23.690,-149.890,181.962,3.500
83970.542,304.307,154.107,-23.690,-149.874,181.942,3.500
83966.514,304.307,154.107,-23.690,-149.890,181.962,3.500
83970.542,304.303,153.791,-23.850,-149.858,181.952,3.500
83962.486,304.302,154.028,-23.850,-149.890,181.962,3.500
83962.486,304.303,154.028,-23.690,-149.874,181.952,3.500
83970.542,304.305,154.028,-24.009,-149.890,181.973,3.500
83962.486,304.310,154.107,-23.850,-149.907,181.942,3.500
83966.514,304.307,154.186,-24.169,-149.841,181.932,3.500
