%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83716.782,302.075,361.051,171.217,0.009,-0.009,5.000
83724.838,302.077,361.288,171.058,-0.007,0.011,5.000
83720.810,302.074,361.288,171.217,-0.007,0.011,5.000
83720.810,302.080,361.288,171.377,0.025,0.001,5.000
83732.894,302.080,361.367,171.377,-0.024,-0.009,5.000
83736.922,302.080,361.446,171.058,0.009,-0.009,5.000
83732.894,302.078,361.288,170.738,0.025,0.001,5.000
83724.838,302.078,361.446,171.217,-0.007,0.001,5.000
83724.838,302.075,361.209,170.418,0.025,0.011,5.000
83720.810,302.078,361.209,170.898,0.009,0.001,5.000
83740.950,302.074,361.367,170.738,-0.007,0.001,5.000
83732.894,302.082,361.051,170.738,-0.007,0.001,5.000
83728.866,302.083,361.288,170.738,0.009,0.001,5.000
83720.810,302.083,361.367,170.418,0.009,0.011,5.000
83728.866,302.078,361.130,170.418,0.009,-0.009,5.000
83724.838,302.078,361.130,170.258,-0.007,0.001,5.000
83720.810,302.082,361.209,170.738,0.009,0.001,5.000
83728.866,302.080,361.209,171.058,-0.024,0.001,5.000
83740.950,302.083,361.288,171.058,-0.007,-0.009,5.000
83732.894,302.085,361.446,170.898,-0.024,0.011,5.000
83724.838,302.064,360.341,195.851,0.058,0.514,5.000
83720.810,302.065,360.183,195.531,0.025,0.514,5.000
83720.810,302.067,360.262,195.531,0.058,0.524,5.000
83728.866,302.065,360.420,195.691,0.009,0.524,5.000
83732.894,302.067,360.341,195.531,0.042,0.524,5.000
83728.866,302.065,360.341,195.371,0.009,0.524,5.000
83732.894,302.070,360.262,195.531,0.025,0.514,5.000
83728.866,302.069,360.341,195.211,0.025,0.504,5.000
83728.866,302.067,360.341,195.051,0.042,0.514,5.000
83724.838,302.064,360.104,195.051,0.042,0.504,5.000
83716.782,302.069,359.946,195.051,0.009,0.514,5.000
83724.838,302.065,360.104,195.211,0.042,0.524,5.000
83732.894,302.064,360.341,195.051,0.042,0.514,5.000
83732.894,302.069,360.104,195.371,0.042,0.514,5.000
83732.894,302.074,360.262,195.051,0.009,0.514,5.000
83724.838,302.069,360.262,194.891,0.025,0.514,5.000
83720.810,302.070,360.183,194.891,0.025,0.504,5.000
83728.866,302.067,360.183,194.731,0.025,0.514,5.000
83720.810,302.070,360.262,195.051,0.074,0.514,5.000
83720.810,302.070,360.262,195.211,0.042,0.514,5.000
83724.838,302.049,359.235,225.443,0.042,1.509,5.000
83716.782,302.048,359.393,225.443,0.042,1.488,5.000
83720.810,302.053,359.630,224.963,0.042,1.488,5.000
83720.810,302.051,359.630,224.803,0.042,1.488,5.000
83732.894,302.049,359.314,224.323,0.042,1.478,5.000
83724.838,302.049,359.472,223.843,0.009,1.478,5.000
83720.810,302.051,359.551,223.363,0.025,1.488,5.000
83720.810,302.048,359.551,223.363,0.074,1.478,5.000
83712.754,302.051,359.551,223.043,0.042,1.498,5.000
83724.838,302.054,359.788,222.564,0.042,1.488,5.000
83720.810,302.053,359.630,222.404,0.042,1.509,5.000
83728.866,302.054,359.709,221.924,-0.007,1.498,5.000
83724.838,302.049,359.867,221.444,0.009,1.498,5.000
83720.810,302.053,359.630,221.284,0.042,1.478,5.000
83716.782,302.049,359.630,221.124,0.025,1.488,5.000
83728.866,302.051,359.472,220.964,-0.007,1.498,5.000
83724.838,302.053,360.025,220.484,-0.007,1.488,5.000
83720.810,302.051,359.867,220.324,0.058,1.488,5.000
83724.838,302.051,360.025,220.324,0.025,1.488,5.000
83724.838,302.053,359.788,219.844,0.042,1.519,5.000
83724.838,302.035,362.078,238.399,0.009,2.524,5.000
83724.838,302.041,362.078,238.719,0.042,2.514,5.000
83720.810,302.038,361.999,238.719,0.025,2.503,5.000
83712.754,302.043,361.999,238.399,0.009,2.524,5.000
83720.810,302.036,361.762,238.719,0.042,2.524,5.000
83736.922,302.035,361.762,238.879,0.025,2.493,5.000
83712.754,302.035,361.683,239.199,0.042,2.514,5.000
