%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83753.034,301.779,362.295,145.161,-0.039,0.004,5.000
83753.034,301.779,362.453,145.480,-0.007,0.025,5.000
83744.978,301.777,362.532,145.321,-0.039,-0.006,5.000
83749.006,301.779,362.295,145.161,0.010,0.004,5.000
83757.062,301.775,362.137,145.321,0.010,-0.006,5.000
83749.006,301.775,362.137,145.001,-0.023,-0.006,5.000
83749.006,301.775,362.216,145.001,-0.039,0.004,5.000
83753.034,301.777,362.137,145.321,-0.007,0.004,5.000
83757.062,301.777,362.295,145.480,0.010,-0.006,5.000
83761.089,301.777,362.374,145.480,-0.007,0.004,5.000
83761.089,301.779,362.374,145.480,-0.007,0.004,5.000
83761.089,301.777,362.137,144.681,-0.007,0.004,5.000
83749.006,301.777,362.374,145.001,-0.007,0.004,5.000
83753.034,301.779,362.216,145.001,-0.023,0.014,5.000
83757.062,301.777,362.453,145.321,-0.007,-0.006,5.000
83765.117,301.779,362.295,145.161,-0.007,-0.006,5.000
83773.173,301.782,362.532,145.001,-0.007,0.014,5.000
83765.117,301.782,362.532,145.161,-0.007,-0.006,5.000
83765.117,301.780,362.532,144.841,-0.007,-0.016,5.000
83753.034,301.780,362.453,144.681,-0.023,-0.006,5.000
83757.062,301.785,359.610,190.748,-0.023,0.968,5.000
83753.034,301.780,359.531,190.748,-0.007,0.968,5.000
83761.089,301.784,359.610,191.548,-0.007,0.989,5.000
83757.062,301.785,359.610,191.548,-0.023,0.989,5.000
83769.145,301.787,359.847,191.708,-0.007,0.968,5.000
83757.062,301.787,359.610,192.028,-0.023,0.978,5.000
83753.034,301.784,359.294,191.868,-0.007,0.948,5.000
83740.950,301.792,359.452,191.868,-0.023,0.968,5.000
83757.062,301.785,359.531,192.188,-0.007,0.968,5.000
83753.034,301.785,359.531,192.188,-0.007,0.968,5.000
83765.117,301.782,359.689,192.188,0.010,0.968,5.000
83761.089,301.788,359.610,192.348,0.026,0.989,5.000
83753.034,301.784,359.768,192.348,-0.007,0.968,5.000
83753.034,301.793,359.768,192.028,-0.007,0.978,5.000
83744.978,301.784,359.768,191.868,0.010,0.968,5.000
83736.922,301.782,359.768,192.028,-0.023,0.968,5.000
83749.006,301.785,359.768,191.708,0.010,0.978,5.000
83761.089,301.785,359.926,192.028,-0.007,0.978,5.000
83753.034,301.785,360.163,191.548,0.010,0.978,5.000
83757.062,301.784,359.926,191.708,-0.007,0.989,5.000
83777.201,301.779,361.426,216.341,-0.007,2.004,5.000
83765.117,301.780,361.426,216.021,-0.007,1.994,5.000
83749.006,301.779,361.347,215.701,0.042,2.004,5.000
83749.006,301.780,361.268,215.861,-0.023,1.994,5.000
83761.089,301.777,361.426,215.861,0.010,1.994,5.000
83769.145,301.779,361.347,215.701,-0.023,2.004,5.000
83761.089,301.780,361.505,215.382,-0.023,2.014,5.000
83761.089,301.777,361.505,215.062,-0.007,1.983,5.000
83761.089,301.779,361.426,215.382,-0.007,2.004,5.000
83765.117,301.779,361.426,214.582,0.010,1.994,5.000
83761.089,301.775,361.426,214.582,-0.007,2.004,5.000
83765.117,301.779,361.347,214.422,-0.007,1.994,5.000
83765.117,301.780,361.426,214.582,0.026,1.994,5.000
83765.117,301.780,361.584,214.582,0.010,2.014,5.000
83769.145,301.785,361.505,214.422,0.010,2.004,5.000
83757.062,301.779,361.426,214.262,-0.007,2.024,5.000
83757.062,301.779,361.268,214.262,0.010,2.004,5.000
83757.062,301.779,361.032,213.942,-0.007,2.014,5.000
83740.950,301.780,361.347,213.942,-0.023,1.994,5.000
83753.034,301.780,361.268,214.102,-0.007,2.014,5.000
83749.006,301.777,361.584,273.926,0.026,2.988,5.000
83757.062,301.775,361.584,274.086,-0.007,2.978,5.000
83757.062,301.775,361.900,274.246,-0.007,2.978,5.000
83769.145,301.774,361.663,274.406,-0.007,2.999,5.000
83765.117,301.779,361.821,274.246,-0.007,2.978,5.000
83761.089,301.775,361.663,274.565,-0.007,2.968,5.000
83761.089,301.774,361.742,274.406,0.010,2.978,5.000
83761.089,301.774,361.742,274.406,-0.007,2.968,5.000
83757.062,301.777,361.584,274.246,-0.007,2.958,5.000
83753.034,301.780,361.584,274.246,-0.007,2.978,5.000
83765.117,301.775,361.663,274.406,0.010,2.978,5.000
83765.117,301.779,361.663,274.406,-0.023,2.968,5.000
83761.089,301.775,361.900,274.246,-0.007,2.978,5.000
83757.062,301.775,361.505,274.086,-0.023,2.968,5.000
83757.062,301.775,361.505,274.246,-0.007,2.968,5.000
83753.034,301.774,361.111,274.406,-0.007,2.968,5.000
83765.117,301.779,361.505,274.406,-0.023,2.968,5.000
83761.089,301.777,361.505,274.246,-0.007,2.968,5.000
83765.117,301.779,361.663,274.246,-0.007,2.968,5.000
83761.089,301.780,361.505,273.766,-0.007,2.958,5.000
83753.034,301.779,361.426,262.409,-0.007,3.983,5.000
83753.034,301.780,361.347,262.249,0.026,3.994,5.000
