%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83652.335,305.815,349.953,136.139,0.016,0.015,5.000
83676.503,305.815,350.111,135.819,0.000,0.005,5.000
83660.391,305.816,350.269,136.139,0.000,0.015,5.000
83660.391,305.815,350.111,136.139,0.000,-0.005,5.000
83664.419,305.810,349.953,135.659,0.016,-0.015,5.000
83660.391,305.810,350.032,135.499,-0.016,0.026,5.000
83652.335,305.811,349.953,135.499,-0.016,-0.005,5.000
83652.335,305.815,350.111,135.659,0.000,0.005,5.000
83656.363,305.815,350.190,135.979,0.000,0.005,5.000
83668.447,305.815,350.190,135.499,0.000,0.005,5.000
83652.335,305.815,350.111,135.819,0.000,-0.005,5.000
83660.391,305.813,350.032,135.659,0.016,-0.005,5.000
83652.335,305.813,349.874,135.499,0.016,0.005,5.000
83656.363,305.811,350.032,135.339,0.016,0.005,5.000
83656.363,305.813,349.953,135.499,-0.016,0.015,5.000
83660.391,305.813,349.953,135.659,0.016,0.005,5.000
83660.391,305.810,350.269,135.339,-0.016,0.005,5.000
83668.447,305.813,350.269,135.499,0.000,0.026,5.000
83668.447,305.810,350.190,135.819,0.016,0.005,5.000
83668.447,305.815,350.269,135.499,-0.016,-0.005,5.000
83660.391,305.803,350.032,157.413,0.000,0.518,5.000
83660.391,305.807,350.032,157.733,0.000,0.528,5.000
83668.447,305.805,350.111,157.893,0.016,0.508,5.000
83664.419,305.810,350.190,158.053,0.016,0.508,5.000
83664.419,305.807,350.111,158.053,-0.016,0.508,5.000
83664.419,305.808,349.874,158.533,0.016,0.508,5.000
83668.447,305.807,350.111,158.373,0.016,0.528,5.000
83664.419,305.803,350.111,158.373,-0.016,0.508,5.000
83660.391,305.807,350.032,158.693,-0.016,0.497,5.000
83656.363,305.802,350.111,158.693,0.000,0.518,5.000
83664.419,305.805,350.032,159.013,-0.016,0.508,5.000
83656.363,305.805,350.348,158.853,0.000,0.508,5.000
83668.447,305.811,350.190,159.013,0.033,0.497,5.000
83660.391,305.815,350.190,159.173,0.000,0.508,5.000
83664.419,305.807,350.032,159.173,0.000,0.518,5.000
83656.363,305.807,350.190,159.013,0.016,0.497,5.000
83656.363,305.808,349.795,159.333,-0.033,0.518,5.000
83664.419,305.805,350.348,159.493,0.000,0.487,5.000
83668.447,305.805,350.269,159.493,0.000,0.518,5.000
83668.447,305.803,350.269,159.813,0.000,0.497,5.000
83656.363,305.802,349.795,198.042,0.000,1.472,5.000
83660.391,305.802,350.032,198.042,0.000,1.492,5.000
83656.363,305.805,349.953,198.362,0.000,1.472,5.000
83652.335,305.803,350.111,198.362,0.000,1.482,5.000
83660.391,305.802,350.111,198.042,0.000,1.502,5.000
83652.335,305.805,349.874,198.202,-0.016,1.482,5.000
83652.335,305.799,350.032,198.362,0.000,1.492,5.000
83652.335,305.800,349.795,198.362,-0.033,1.492,5.000
83660.391,305.802,350.190,198.362,0.000,1.482,5.000
83652.335,305.807,350.111,198.362,-0.016,1.482,5.000
83648.307,305.807,350.111,198.362,0.033,1.482,5.000
83660.391,305.800,350.269,198.362,0.016,1.482,5.000
83652.335,305.800,349.953,198.042,0.016,1.492,5.000
83644.279,305.800,350.032,198.042,0.000,1.492,5.000
83644.279,305.802,349.953,198.362,0.033,1.482,5.000
83652.335,305.805,350.269,198.202,0.000,1.492,5.000
83652.335,305.802,350.190,198.682,-0.033,1.492,5.000
83660.391,305.802,350.269,198.522,0.033,1.472,5.000
83652.335,305.807,350.190,198.202,0.000,1.492,5.000
83644.279,305.803,349.953,198.362,0.000,1.482,5.000
83656.363,305.795,351.690,219.636,0.016,2.477,5.000
83656.363,305.795,351.769,219.956,-0.016,2.497,5.000
83672.475,305.799,351.769,220.116,0.016,2.487,5.000
83656.363,305.805,351.927,220.436,0.016,2.477,5.000
83672.475,305.799,352.085,220.596,0.033,2.487,5.000
83664.419,305.795,351.848,220.596,-0.033,2.497,5.000
83664.419,305.795,352.085,221.236,-0.033,2.487,5.000
83656.363,305.795,351.927,221.076,-0.016,2.477,5.000
83664.419,305.794,351.769,221.396,-0.016,2.466,5.000
83660.391,305.797,351.769,221.556,0.000,2.487,5.000
83656.363,305.797,351.927,221.716,-0.016,2.497,5.000
83660.391,305.799,351.848,222.356,-0.033,2.497,5.000
83664.419,305.797,351.848,222.676,0.016,2.487,5.000
83668.447,305.800,351.848,222.995,-0.016,2.487,5.000
83660.391,305.797,351.769,222.836,-0.016,2.477,5.000
83664.419,305.795,351.690,223.155,-0.016,2.497,5.000
83668.447,305.797,351.690,223.795,0.033,2.497,5.000
