%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83942.346,301.402,354.458,131.084,-0.047,-0.012,5
83938.318,301.402,354.458,131.084,0.067,-0.002,5
83946.374,301.398,354.379,131.244,0.034,-0.002,5
83946.374,301.403,354.616,131.404,0.002,0.008,5
83954.43,301.405,354.616,131.564,0.197,-0.002,5
83950.402,301.398,354.537,131.564,0.083,-0.012,5
83934.291,301.402,354.616,131.564,-0.374,0.008,5
83942.346,301.403,354.537,131.564,0.018,-0.002,5
83942.346,301.405,354.458,131.564,0.051,-0.012,5
83950.402,301.403,354.695,132.044,0.1,-0.023,5
83950.402,301.405,354.774,132.044,0.018,-0.002,5
83970.542,301.405,354.616,132.044,0.051,-0.012,5
83946.374,301.405,354.695,132.364,0.051,-0.002,5
83938.318,301.402,354.3,132.204,-0.047,0.018,5
83950.402,301.4,354.537,132.204,-0.194,-0.002,5
83942.346,301.407,354.458,132.684,-0.455,-0.002,5
83958.458,301.403,354.695,132.524,0.002,0.008,5
83954.43,301.405,355.011,132.524,-0.259,-0.002,5
83950.402,301.405,354.537,132.684,-0.08,0.008,5
83942.346,301.402,354.695,132.844,-0.031,-0.002,5
83938.318,301.437,355.406,184.67,0.149,1.034,5
83938.318,301.434,355.484,184.35,-0.145,1.003,5
83942.346,301.44,355.563,184.51,0.051,1.013,5
83950.402,301.442,355.563,184.83,0.034,1.024,5
83942.346,301.444,355.642,184.83,0.051,1.024,5
83942.346,301.437,355.563,184.67,0.116,1.013,5
83946.374,301.44,355.484,184.83,-0.08,1.013,5
83938.318,301.44,355.484,184.99,0.018,1.024,5
83950.402,301.444,355.8,185.31,0.149,1.044,5
83946.374,301.442,355.642,184.99,-0.129,1.013,5
83942.346,301.44,355.563,185.15,0.181,1.024,5
83950.402,301.444,355.563,184.99,0.132,1.044,5
83942.346,301.442,355.484,184.99,0.051,1.003,5
83942.346,301.442,355.642,185.15,0.034,1.013,5
83934.291,301.442,355.484,184.83,0.181,1.024,5
83962.486,301.44,355.484,184.99,-0.015,1.013,5
83950.402,301.444,355.169,184.51,0.214,1.013,5
83950.402,301.448,355.484,185.15,0.312,1.013,5
83958.458,301.447,355.484,184.83,0.1,1.013,5
83950.402,301.442,355.406,184.67,0.132,1.024,5
83934.291,301.448,354.932,222.1,-11.144,2.008,5
83942.346,301.453,355.169,222.42,-11.144,1.988,5
83950.402,301.455,355.327,222.26,-11.21,2.008,5
83942.346,301.453,355.248,221.94,-11.177,1.998,5
83954.43,301.455,355.248,221.94,-11.226,1.998,5
83942.346,301.45,355.09,221.62,-11.193,2.018,5
83938.318,301.452,355.248,221.78,-11.226,2.018,5
83946.374,301.452,355.327,222.1,-11.226,2.008,5
83946.374,301.45,355.248,221.94,-11.242,1.998,5
83950.402,301.453,355.484,222.26,-11.307,1.988,5
83950.402,301.455,355.484,221.94,-11.291,1.988,5
83954.43,301.448,355.563,221.78,-11.356,1.988,5
83942.346,301.452,355.406,221.62,-11.34,1.988,5
83942.346,301.452,355.406,221.62,-11.373,1.998,5
83946.374,301.453,355.406,221.78,-11.405,2.008,5
83950.402,301.455,355.484,221.62,-11.405,2.008,5
83942.346,301.447,355.642,221.46,-11.438,1.977,5
83946.374,301.452,355.642,221.78,-11.454,2.008,5
83942.346,301.453,355.642,221.46,-11.487,1.988,5
83934.291,301.45,355.484,221.78,-11.471,1.988,5
83946.374,301.46,355.327,260.329,-0.015,3.023,5
83938.318,301.461,355.327,260.809,-0.227,3.013,5
83954.43,301.463,355.484,261.129,0.083,3.023,5
83970.542,301.466,355.406,260.649,0.083,3.034,5
83946.374,301.461,355.406,260.809,-0.096,3.003,5
83942.346,301.465,355.248,260.329,0.067,3.013,5
83950.402,301.461,355.09,260.809,0.214,3.023,5
83950.402,301.461,355.327,260.969,0.018,3.044,5
83950.402,301.463,355.406,260.649,-0.08,3.034,5
83946.374,301.46,355.406,260.969,0.002,3.023,5
83958.458,301.465,355.327,260.969,0.214,3.023,5
83958.458,301.463,355.484,260.809,-0.08,3.003,5
83946.374,301.46,355.248,260.489,0.23,3.013,5
83954.43,301.468,355.248,260.489,0.083,3.013,5
83950.402,301.465,355.406,260.809,0.051,3.013,5
83966.514,301.468,355.406,260.969,0.083,3.034,5
83954.43,301.461,355.406,260.649,0.018,3.023,5
83954.43,301.463,355.327,260.649,0.1,3.023,5
83942.346,301.458,355.327,260.489,-0.096,3.023,5
83942.346,301.458,355.169,260.489,0.002,3.013,5
83926.235,301.466,358.09,275.685,-12.662,3.998,5
83946.374,301.466,358.011,276.005,-12.678,4.008,5
83946.374,301.471,358.169,276.165,-12.678,3.987,5
83950.402,301.476,358.406,276.325,-12.695,4.008,5
83950.402,301.471,358.169,276.485,-12.662,3.987,5
83942.346,301.468,358.327,276.325,-12.662,3.987,5
83942.346,301.469,358.169,276.485,-12.662,3.987,5
83942.346,301.468,358.327,276.805,-12.629,3.967,5
83958.458,301.468,358.248,276.965,-12.662,4.008,5
83946.374,301.473,358.248,277.125,-12.662,3.977,5
83966.514,301.476,358.406,277.285,-12.646,3.998,5
83954.43,301.469,358.406,277.765,-12.711,3.998,5
83958.458,301.473,358.406,277.605,-12.646,3.998,5
83946.374,301.466,358.327,277.765,-12.629,3.977,5
83950.402,301.468,358.169,278.244,-12.646,4.008,5
83942.346,301.468,358.248,278.404,-12.646,4.008,5
83950.402,301.471,358.327,279.044,-12.629,3.998,5
83962.486,301.473,358.485,278.884,-12.662,3.987,5
83958.458,301.469,358.485,278.884,-12.613,3.998,5
83958.458,301.473,358.406,279.364,-12.662,4.018,5
83950.402,301.471,354.379,295.2,-10.638,5.003,5
83942.346,301.469,354.221,295.04,-10.655,5.013,5
83938.318,301.471,354.537,295.2,-10.655,5.003,5
83926.235,301.471,354.379,295.36,-10.573,5.013,5
83950.402,301.471,354.458,295.36,-10.589,4.992,5
83958.458,301.473,354.379,295.52,-10.54,5.003,5
83946.374,301.476,354.3,295.36,-10.54,5.003,5
83950.402,301.473,354.379,295.36,-10.508,5.003,5
83954.43,301.473,354.3,294.88,-10.475,5.003,5
83942.346,301.469,354.379,295.04,-10.459,5.003,5
83946.374,301.473,354.3,294.88,-10.475,5.003,5
83946.374,301.473,354.3,295.04,-10.41,5.003,5
83958.458,301.473,354.379,294.72,-10.394,5.013,5
83950.402,301.473,354.3,294.4,-10.41,4.992,5
83942.346,301.473,354.3,294.4,-10.361,4.992,5
83942.346,301.469,354.221,294.24,-10.361,4.992,5
83942.346,301.469,353.984,293.92,-10.361,5.003,5
83946.374,301.473,354.379,294.24,-10.328,5.013,5
83962.486,301.479,354.3,294.08,-10.328,5.003,5
83954.43,301.471,353.905,293.76,-10.345,4.992,5
83946.374,301.476,353.352,306.077,-11.552,6.008,5
83950.402,301.477,353.51,305.597,-11.569,5.997,5
83946.374,301.474,353.51,305.757,-11.52,5.997,5
83946.374,301.477,353.668,305.757,-11.552,5.997,5
83954.43,301.476,353.431,305.597,-11.52,5.997,5
83942.346,301.476,353.51,305.277,-11.471,6.018,5
83946.374,301.474,353.668,305.117,-11.52,6.008,5
83942.346,301.471,353.589,305.117,-11.52,5.997,5
83950.402,301.469,353.51,304.797,-11.52,5.997,5
83946.374,301.474,353.668,304.797,-11.487,5.997,5
83950.402,301.471,353.668,304.637,-11.503,5.977,5
83958.458,301.476,353.905,304.797,-11.52,5.987,5
83938.318,301.473,353.668,304.317,-11.471,5.987,5
83950.402,301.473,353.589,304.157,-11.454,5.987,5
83946.374,301.471,353.589,304.157,-11.471,5.997,5
83962.486,301.476,353.589,304.157,-11.471,5.997,5
83950.402,301.473,353.589,303.678,-11.454,5.987,5
83958.458,301.476,353.826,303.838,-11.422,5.977,5
83950.402,301.474,353.826,303.518,-11.438,5.997,5
83950.402,301.471,353.589,303.358,-11.422,5.997,5
83950.402,301.477,357.538,319.833,-12.45,7.033,5
83954.43,301.477,357.301,319.513,-12.417,7.013,5
83942.346,301.474,357.459,319.513,-12.417,7.013,5
83946.374,301.476,357.38,319.513,-12.417,7.013,5
83958.458,301.477,357.459,319.513,-12.368,7.013,5
83958.458,301.479,357.538,319.513,-12.385,7.033,5
83966.514,301.477,357.459,319.033,-12.368,7.033,5
83954.43,301.477,357.222,318.873,-12.385,7.023,5
83954.43,301.477,357.222,318.714,-12.319,7.023,5
83950.402,301.474,356.985,318.554,-12.385,7.023,5
83950.402,301.473,357.143,318.554,-12.385,7.023,5
83954.43,301.481,357.222,318.554,-12.352,7.013,5
83958.458,301.479,357.222,318.714,-12.336,7.033,5
83946.374,301.474,357.064,318.074,-12.385,7.023,5
83950.402,301.476,357.143,318.074,-12.352,7.013,5
83950.402,301.476,356.906,318.074,-12.385,7.023,5
83950.402,301.474,356.669,318.074,-12.368,7.002,5
83950.402,301.477,356.906,318.074,-12.385,7.013,5
83946.374,301.476,356.827,317.914,-12.336,7.023,5
83954.43,301.481,356.827,318.074,-12.368,7.002,5
83934.291,301.477,356.116,336.789,-10.589,7.987,5
83946.374,301.476,356.116,336.629,-10.573,7.997,5
83930.263,301.477,356.353,336.629,-10.524,8.008,5
83950.402,301.481,356.274,336.789,-10.508,7.997,5
83946.374,301.481,356.195,336.789,-10.492,7.987,5
83946.374,301.482,356.353,335.989,-10.443,8.008,5
83946.374,301.482,356.037,335.989,-10.426,7.997,5
83942.346,301.479,356.037,335.509,-10.361,8.008,5
83942.346,301.479,356.195,335.509,-10.361,8.018,5
83946.374,301.482,356.274,335.669,-10.328,8.008,5
83946.374,301.485,356.511,334.869,-10.279,7.997,5
83950.402,301.481,356.274,334.709,-10.198,8.008,5
83938.318,301.482,356.274,334.229,-10.181,7.987,5
83942.346,301.481,356.274,334.069,-10.181,8.018,5
83954.43,301.484,356.274,333.909,-10.149,7.997,5
83938.318,301.479,356.195,333.43,-10.116,8.008,5
83950.402,301.482,356.274,333.27,-10.067,8.018,5
83950.402,301.479,356.511,332.95,-10.018,7.997,5
83954.43,301.485,356.116,332.63,-10.002,8.018,5
83934.291,301.482,356.353,331.83,-9.986,7.997,5
83946.374,301.477,355.642,346.866,0.018,9.002,5
83954.43,301.474,355.8,347.026,0.067,9.023,5
83950.402,301.476,355.879,346.866,-0.047,9.013,5
83954.43,301.482,355.958,347.346,-0.047,9.033,5
83954.43,301.482,356.195,347.346,-0.096,9.023,5
83962.486,301.482,355.958,347.346,0.018,9.023,5
83942.346,301.481,356.037,347.186,-0.064,9.023,5
83950.402,301.477,355.958,347.346,0.181,9.023,5
83950.402,301.477,355.8,347.186,0.034,9.023,5
83958.458,301.477,355.879,347.186,0.034,9.013,5
83938.318,301.481,356.037,347.506,0.034,9.023,5
83950.402,301.479,355.958,347.826,-0.096,9.033,5
83954.43,301.482,356.195,347.826,-0.015,9.013,5
83954.43,301.484,356.195,347.666,-0.259,9.013,5
83942.346,301.481,356.116,347.666,0.002,9.013,5
83950.402,301.481,356.037,347.666,0.018,9.023,5
83962.486,301.479,356.116,347.986,0.083,9.013,5
83954.43,301.482,356.116,347.826,-0.113,9.023,5
83966.514,301.484,355.958,347.826,0.181,9.013,5
83954.43,301.481,356.037,347.666,0.002,9.023,5
83954.43,301.479,355.09,354.224,-8.321,9.997,5
83966.514,301.481,355.406,353.904,-8.337,9.987,5
83962.486,301.484,355.169,353.904,-8.403,9.977,5
83954.43,301.484,355.248,353.744,-8.37,9.997,5
83954.43,301.476,355.09,353.584,-8.419,9.966,5
83946.374,301.476,355.011,353.744,-8.419,9.987,5
83950.402,301.482,355.09,353.424,-8.435,9.987,5
83962.486,301.484,355.169,353.584,-8.501,9.987,5
83962.486,301.482,355.327,353.584,-8.533,9.977,5
83962.486,301.481,355.327,353.424,-8.55,9.997,5
83954.43,301.484,355.169,353.104,-8.533,10.007,5
83954.43,301.479,355.09,353.104,-8.615,9.987,5
83958.458,301.482,355.248,353.104,-8.631,9.987,5
83958.458,301.484,355.248,353.424,-8.599,9.977,5
83962.486,301.484,355.406,353.424,-8.68,9.987,5
83958.458,301.485,355.327,353.424,-8.696,9.987,5
83958.458,301.479,355.563,353.264,-8.696,10.007,5
83958.458,301.482,355.327,353.104,-8.713,9.997,5
83962.486,301.481,355.169,353.424,-8.762,9.997,5
83946.374,301.481,355.327,353.424,-8.745,9.997,5
83946.374,301.484,362.196,365.741,-3.278,152.373,5
83946.374,301.49,362.117,366.061,-3.278,152.414,5
83946.374,301.489,362.196,366.061,-3.278,152.394,5
83946.374,301.494,362.038,365.741,-3.246,152.373,5
83938.318,301.482,362.038,365.901,-3.246,152.373,5
83942.346,301.485,361.88,365.741,-3.262,152.394,5
83946.374,301.484,361.959,365.581,-3.278,152.384,5
83942.346,301.49,362.038,365.741,-3.262,152.384,5
83950.402,301.489,362.196,366.061,-3.246,152.373,5
83946.374,301.49,362.117,366.061,-3.23,152.373,5
83942.346,301.489,361.88,365.421,-3.262,152.373,5
83950.402,301.487,361.88,365.741,-3.23,152.373,5
83934.291,301.487,361.88,365.901,-3.246,152.373,5
83946.374,301.482,361.88,365.901,-3.246,152.363,5
83946.374,301.489,361.88,365.741,-3.197,152.404,5
83958.458,301.492,362.196,365.901,-3.246,152.373,5
83958.458,301.494,361.88,365.581,-3.23,152.384,5
83950.402,301.49,361.959,365.581,-3.197,152.394,5
83950.402,301.489,361.88,365.741,-3.181,152.384,5
83954.43,301.49,361.723,365.741,-3.197,152.384,5
