%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83708.726,302.858,358.311,141.090,0.003,0.002,5.000
83696.643,302.861,358.627,140.930,0.003,-0.009,5.000
83700.671,302.861,358.469,140.770,0.003,-0.009,5.000
83692.615,302.865,358.548,141.090,-0.013,0.002,5.000
83708.726,302.857,358.390,140.770,0.003,0.002,5.000
83716.782,302.860,358.469,140.930,0.003,0.002,5.000
83692.615,302.858,358.548,140.770,0.020,0.012,5.000
83700.671,302.858,358.390,140.770,0.003,-0.009,5.000
83696.643,302.861,358.548,140.610,0.003,-0.029,5.000
83700.671,302.863,358.785,140.930,0.003,0.012,5.000
83700.671,302.865,358.706,140.930,-0.013,-0.019,5.000
83700.671,302.863,358.706,140.610,0.003,0.002,5.000
83696.643,302.863,358.706,140.770,-0.013,0.002,5.000
83696.643,302.858,358.627,140.450,-0.013,0.002,5.000
83700.671,302.861,358.548,140.610,0.003,-0.009,5.000
83696.643,302.865,358.627,140.930,-0.013,0.002,5.000
83696.643,302.865,358.785,140.770,0.003,0.002,5.000
83700.671,302.865,358.864,140.930,0.003,0.012,5.000
83708.726,302.861,358.864,141.090,0.003,-0.009,5.000
83704.698,302.861,358.943,140.930,-0.013,-0.009,5.000
83692.615,302.860,361.075,175.640,-0.029,0.494,5.000
83704.698,302.860,361.075,175.480,-0.013,0.494,5.000
83708.726,302.860,361.154,175.320,-0.013,0.473,5.000
83696.643,302.858,360.917,175.160,-0.013,0.484,5.000
83692.615,302.860,361.233,175.160,-0.013,0.463,5.000
83692.615,302.857,360.759,175.160,0.003,0.494,5.000
83688.587,302.855,360.917,175.320,-0.013,0.473,5.000
83696.643,302.857,361.233,175.480,0.003,0.484,5.000
83704.698,302.863,360.996,175.480,-0.013,0.484,5.000
83696.643,302.857,361.154,175.800,-0.029,0.494,5.000
83704.698,302.858,361.075,175.800,0.020,0.484,5.000
83688.587,302.858,361.075,175.800,0.003,0.484,5.000
83696.643,302.857,360.838,175.960,0.020,0.484,5.000
83692.615,302.860,360.996,175.960,0.003,0.484,5.000
83692.615,302.857,360.996,176.280,0.003,0.473,5.000
83700.671,302.860,361.075,176.440,0.003,0.463,5.000
83700.671,302.860,361.154,177.080,-0.013,0.484,5.000
83692.615,302.857,360.838,176.920,0.003,0.484,5.000
83692.615,302.855,361.312,177.080,0.003,0.514,5.000
83688.587,302.858,360.917,177.080,-0.013,0.484,5.000
83696.643,302.855,361.075,209.871,0.003,1.509,5.000
83704.698,302.853,361.154,209.391,0.003,1.489,5.000
83708.726,302.850,361.154,209.231,0.003,1.499,5.000
83700.671,302.850,361.075,209.391,-0.013,1.489,5.000
83700.671,302.857,361.154,209.551,-0.013,1.499,5.000
83708.726,302.853,361.312,209.391,-0.013,1.509,5.000
83708.726,302.860,361.154,209.551,0.020,1.489,5.000
83712.754,302.855,361.233,209.231,-0.029,1.499,5.000
83696.643,302.852,361.154,209.231,-0.013,1.509,5.000
83696.643,302.857,361.154,209.071,-0.013,1.489,5.000
83700.671,302.852,360.996,209.071,-0.013,1.489,5.000
83708.726,302.853,361.075,209.551,-0.013,1.499,5.000
83708.726,302.855,360.996,209.231,-0.013,1.509,5.000
83708.726,302.857,361.075,209.231,0.003,1.499,5.000
83700.671,302.853,361.391,209.391,-0.013,1.509,5.000
83712.754,302.852,361.233,209.391,-0.013,1.509,5.000
83704.698,302.850,361.233,209.711,-0.013,1.499,5.000
83688.587,302.849,360.996,209.551,-0.029,1.478,5.000
83696.643,302.853,360.917,209.711,-0.013,1.509,5.000
83704.698,302.857,360.996,210.031,0.003,1.489,5.000
83700.671,302.845,362.102,255.779,0.020,2.514,5.000
83684.559,302.840,361.944,255.779,-0.046,2.504,5.000
83704.698,302.844,361.865,255.779,0.003,2.535,5.000
83692.615,302.850,362.023,255.939,0.003,2.524,5.000
83696.643,302.845,362.181,255.779,0.003,2.524,5.000
83692.615,302.845,362.102,255.619,0.020,2.504,5.000
83704.698,302.847,361.786,255.619,-0.013,2.514,5.000
83700.671,302.844,361.944,255.619,0.020,2.504,5.000
83696.643,302.844,361.865,255.299,0.003,2.504,5.000
83688.587,302.850,361.944,255.299,0.003,2.535,5.000
83700.671,302.845,362.023,255.619,-0.013,2.504,5.000
83692.615,302.847,361.865,255.459,0.036,2.524,5.000
83692.615,302.845,362.102,255.619,0.003,2.504,5.000
83692.615,302.847,361.865,255.139,0.003,2.514,5.000
83692.615,302.845,361.707,255.139,-0.013,2.514,5.000
83688.587,302.844,361.707,254.979,0.020,2.504,5.000
83684.559,302.842,361.628,254.979,0.003,2.514,5.000
83704.698,302.845,362.023,254.979,0.003,2.514,5.000
83696.643,302.842,361.865,254.819,-0.013,2.514,5.000
83704.698,302.847,362.023,254.499,-0.013,2.504,5.000
83700.671,302.836,361.233,268.095,0.020,3.468,5.000
83696.643,302.834,361.075,268.095,0.003,3.519,5.000
83692.615,302.834,361.312,268.095,-0.013,3.499,5.000
83692.615,302.832,361.549,268.415,-0.046,3.519,5.000
83692.615,302.836,361.391,268.735,0.003,3.488,5.000
83700.671,302.836,361.628,268.895,0.003,3.488,5.000
83700.671,302.836,361.470,268.895,-0.013,3.499,5.000
83700.671,302.836,361.707,268.895,0.003,3.499,5.000
