%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83978.598,304.183,355.338,154.566,-0.020,-0.016,5.000
83974.570,304.186,355.496,154.566,-0.004,0.015,5.000
83978.598,304.191,355.417,154.566,0.029,0.005,5.000
83974.570,304.184,355.259,154.566,0.012,0.005,5.000
83962.486,304.186,355.338,154.086,0.012,-0.006,5.000
83954.430,304.186,355.654,154.086,0.029,0.005,5.000
83958.458,304.184,355.496,153.766,0.012,-0.006,5.000
83958.458,304.184,355.654,154.406,-0.020,-0.016,5.000
83962.486,304.191,355.733,154.246,-0.004,0.005,5.000
83970.542,304.191,355.654,153.926,-0.004,0.005,5.000
83966.514,304.187,355.575,154.086,-0.004,-0.006,5.000
83958.458,304.187,355.733,153.926,0.012,0.015,5.000
83954.430,304.184,355.812,153.606,0.029,-0.006,5.000
83958.458,304.186,355.733,153.926,0.012,-0.016,5.000
83962.486,304.194,355.812,153.606,-0.004,-0.006,5.000
83966.514,304.187,355.891,153.766,-0.020,-0.006,5.000
83958.458,304.191,355.891,153.766,-0.037,-0.006,5.000
83962.486,304.187,355.812,153.926,0.012,0.005,5.000
83962.486,304.186,355.891,153.766,0.012,0.005,5.000
83954.430,304.184,355.654,153.446,-0.004,-0.016,5.000
83978.598,304.199,355.812,186.237,0.012,0.969,5.000
83958.458,304.195,355.891,186.557,0.012,0.989,5.000
83962.486,304.194,355.970,186.397,-0.004,0.979,5.000
83962.486,304.194,355.654,186.557,0.012,0.989,5.000
83962.486,304.194,355.654,186.397,0.012,0.989,5.000
83958.458,304.192,355.733,186.557,-0.004,0.979,5.000
83974.570,304.195,355.812,186.877,-0.004,0.989,5.000
83966.514,304.192,355.891,186.877,-0.004,0.979,5.000
83966.514,304.197,355.812,187.037,-0.004,0.979,5.000
83962.486,304.200,355.812,187.357,0.012,0.999,5.000
83970.542,304.195,355.812,187.197,-0.004,0.979,5.000
83950.402,304.197,355.891,187.037,0.012,0.969,5.000
83954.430,304.194,355.496,187.357,-0.037,0.999,5.000
83962.486,304.195,355.575,187.357,0.012,0.958,5.000
83962.486,304.199,355.654,187.517,0.012,0.979,5.000
83954.430,304.199,355.496,187.837,0.012,0.979,5.000
83966.514,304.199,355.654,187.997,0.029,0.979,5.000
83950.402,304.204,355.496,187.837,-0.020,0.969,5.000
83946.374,304.195,355.496,187.677,-0.004,0.989,5.000
83950.402,304.199,355.417,187.997,-0.004,0.969,5.000
83970.542,304.192,353.206,227.186,0.029,2.004,5.000
83962.486,304.191,353.127,226.866,0.012,1.994,5.000
83966.514,304.186,353.127,226.866,-0.004,1.984,5.000
83966.514,304.194,353.048,227.026,-0.020,1.994,5.000
83962.486,304.191,353.364,226.866,0.012,1.994,5.000
83962.486,304.195,353.127,227.026,-0.004,2.004,5.000
83970.542,304.194,353.048,226.706,0.012,2.004,5.000
83962.486,304.194,352.970,226.706,0.029,2.015,5.000
83962.486,304.189,352.970,226.706,-0.004,2.004,5.000
83962.486,304.192,352.891,226.866,-0.004,1.994,5.000
83962.486,304.192,352.891,226.387,-0.037,1.994,5.000
83962.486,304.194,352.891,226.227,0.012,1.994,5.000
